GEOID,gmfd_mad,gmfd_sd
01001,0.8667,0.9234
01003,0.1391,0.2459
01005,0.8255,0.9196
01007,0.5587,0.9432
01009,0.9019,0.9959
01011,0.8383,0.9355
01013,0.4858,0.7134
01015,0.9258,0.9557
01017,0.94,0.9852
01019,0.9942,0.9699
01021,0.8119000000000001,0.921
01023,0.5694,0.9341
01025,0.6294,0.8629
01027,0.8513,0.9922
01029,0.8031,0.9269
01031,0.28679999999999994,0.48419999999999996
01033,0.9434,0.9499
01035,0.2592,0.38029999999999997
01037,0.9836,0.9828
01039,0.1976,0.2621
01041,0.42410000000000003,0.7303999999999999
01043,0.5825,0.9961
01045,0.3487,0.48109999999999997
01047,0.44530000000000003,0.8757
01049,0.9699,0.9859
01051,0.9354,0.9768
01053,0.014599999999999946,0.20240000000000002
01055,0.9231,0.9958
01057,0.9165,0.9756
01059,0.9788,0.9677
01061,0.15379999999999994,0.14800000000000002
01063,0.8444,0.9162
01065,0.9307,0.9373
01067,0.6271,0.6532
01069,0.26659999999999995,0.33099999999999996
01071,0.7963,0.991
01073,0.7623,0.9712
01075,0.8037,0.9747
01077,0.9863,0.9709
01079,0.9574,0.9853
01081,0.9775,0.9793
01083,0.8641,0.9951
01085,0.7194,0.8952
01087,0.8862,0.9655
01089,0.8963,0.9985
01091,0.8951,0.9365
01093,0.9431,0.9866
01095,0.9336,0.9987
01097,0.08760000000000001,0.1946
01099,0.276,0.6988
01101,0.778,0.952
01103,0.8446,0.9971
01105,0.622,0.8968
01107,0.7817000000000001,0.9513
01109,0.6971,0.8233
01111,0.9328,0.9939
01113,0.9702,0.9849
01115,0.8269,0.9806
01117,0.7835,0.986
01119,0.7174,0.8741
01121,0.8646,0.9851
01123,0.9858,0.9871
01125,0.9133,0.9623
01127,0.8784,0.9896
01129,0.32230000000000003,0.7784
01131,0.3428,0.8240000000000001
01133,0.9392,0.9938
04001,1.0,1.0
04003,1.0,1.0
04005,1.0,1.0
04007,0.9986,1.0
04009,0.9989,1.0
04011,0.9999,1.0
04012,0.9997,1.0
04013,0.999,1.0
04015,0.9932,1.0
04017,1.0,1.0
04019,0.9014,0.9996
04021,0.9986,0.9999
04023,0.9673,0.9982
04025,0.9404,0.9999
04027,0.9999,1.0
05001,0.9903,0.9879
05003,0.9851,0.9908
05005,0.9978,0.9996
05007,0.895,0.9931
05009,0.9592,0.9977
05011,0.9518,0.9886
05013,0.988,0.981
05015,0.9121,0.9669
05017,0.8533,0.8159000000000001
05019,0.8222,0.9595
