GEOID,gmfd_sd,gmfd_mad,gmfd_min
17127,1.0,0.9996,0.0696
17129,1.0,1.0,0.030100000000000016
17131,0.9999,0.9987,0.1452
17133,1.0,1.0,0.045599999999999974
17135,1.0,1.0,0.007900000000000018
17137,1.0,1.0,0.007199999999999984
17139,1.0,1.0,0.033499999999999974
17141,1.0,0.9983,0.12569999999999992
17143,1.0,1.0,0.058699999999999974
17145,1.0,1.0,0.021100000000000008
17147,1.0,1.0,0.013699999999999934
17149,1.0,0.9999,0.02079999999999993
17151,1.0,0.9989,0.03159999999999996
17153,1.0,0.9957,0.04499999999999993
17155,1.0,1.0,0.08229999999999993
17157,1.0,1.0,0.044499999999999984
17159,1.0,0.9998,0.013599999999999945
17161,1.0,0.9964,0.135
17163,1.0,0.9989,0.04049999999999998
17165,1.0,1.0,0.01529999999999998
17167,1.0,1.0,0.007799999999999918
17169,1.0,1.0,0.012199999999999989
17171,1.0,0.9999,0.014100000000000001
17173,1.0,1.0,0.04249999999999998
17175,1.0,1.0,0.04259999999999997
17177,1.0,0.9991,0.14629999999999999
17179,1.0,0.9999,0.03589999999999993
17181,1.0,0.9997,0.02200000000000002
17183,1.0,1.0,0.04589999999999994
17185,1.0,0.9993,0.007099999999999995
17187,1.0,1.0,0.1139
17189,1.0,1.0,0.02079999999999993
17191,1.0,1.0,0.0035999999999999366
17193,0.9999,0.9952,0.017799999999999927
17195,0.9997,0.9977,0.24529999999999996
17197,1.0,0.9991,0.040899999999999936
17199,1.0,1.0,0.016000000000000014
17201,1.0,0.9984,0.11309999999999998
17203,1.0,1.0,0.06919999999999993
18001,0.9995,0.9868,0.15459999999999996
18003,0.9996,0.9965,0.15859999999999996
18005,1.0,0.9996,0.006900000000000017
18007,1.0,1.0,0.04599999999999993
18009,1.0,1.0,0.048799999999999955
18011,1.0,1.0,0.07269999999999999
18013,1.0,1.0,0.005099999999999993
18015,1.0,0.9992,0.03809999999999991
18017,1.0,0.9996,0.02499999999999991
18019,1.0,0.9891,0.0252
18021,1.0,0.9999,0.008399999999999963
18023,1.0,1.0,0.03510000000000002
18025,1.0,0.9999,0.007399999999999962
18027,1.0,0.9959,0.025799999999999934
18029,0.9994,0.9962,0.06819999999999993
18031,1.0,0.9996,0.019299999999999984
18033,0.9995,0.997,0.15559999999999996
18035,1.0,1.0,0.032299999999999995
18037,1.0,0.9995,0.007099999999999995
18039,1.0,0.9875,0.037799999999999945
18041,1.0,0.9998,0.03749999999999998
18043,1.0,0.999,0.0032999999999999696
18045,1.0,1.0,0.054300000000000015
18047,1.0,0.9942,0.03410000000000002
18049,1.0,0.9971,0.017299999999999982
18051,1.0,0.9769,0.027699999999999947
18053,1.0,1.0,0.06489999999999996
18055,1.0,0.9988,0.012299999999999978
18057,1.0,0.9999,0.03799999999999992
18059,1.0,1.0,0.06499999999999995
18061,1.0,0.9965,0.008900000000000019
18063,1.0,1.0,0.03909999999999991
18065,1.0,1.0,0.03289999999999993
18067,1.0,0.9999,0.017199999999999993
18069,1.0,0.9999,0.1038
18071,1.0,0.9997,0.016100000000000003
18073,1.0,0.9984,0.03909999999999991
18075,0.9999,0.9984,0.07589999999999997
18077,1.0,0.999,0.029100000000000015
18079,1.0,0.9994,0.01539999999999997
18081,1.0,1.0,0.01100000000000001
18083,1.0,0.9975,0.02310000000000001
18085,1.0,0.9995,0.038899999999999935
18087,0.9947,0.9437,0.10149999999999992
18089,1.0,1.0,0.05989999999999995
18091,1.0,0.9976,0.013399999999999967
18093,1.0,0.9998,0.011499999999999955
18095,1.0,1.0,0.04279999999999995
18097,1.0,1.0,0.02739999999999998
18099,1.0,0.9973,0.019899999999999918
18101,1.0,0.9963,0.007799999999999918
18103,1.0,1.0,0.022299999999999986
18105,1.0,1.0,0.013000000000000012
18107,1.0,1.0,0.044399999999999995
18109,1.0,1.0,0.010699999999999932
18111,1.0,1.0,0.0675
18113,0.9996,0.9576,0.1129
18115,0.9973,0.9798,0.08360000000000001
18117,1.0,0.9989,0.011199999999999988
18119,1.0,1.0,0.011499999999999955
18121,1.0,1.0,0.014499999999999957
18123,1.0,0.9993,0.01419999999999999
18125,1.0,0.9996,0.02729999999999999
18127,1.0,0.9992,0.036599999999999966
18129,1.0,0.9798,0.04479999999999995
18131,1.0,0.9954,0.020100000000000007
18133,1.0,1.0,0.012699999999999934
18135,1.0,1.0,0.05589999999999995
18137,1.0,0.9914,0.012599999999999945
18139,1.0,1.0,0.03799999999999992
18141,1.0,0.9987,0.01869999999999994
18143,1.0,0.9947,0.04599999999999993
18145,1.0,0.9998,0.025499999999999967
18147,0.9999,0.9982,0.013599999999999945
18149,1.0,0.9965,0.018399999999999972
18151,0.9994,0.9995,0.1744
18153,1.0,0.9996,0.013299999999999979
18155,0.9988,0.9904,0.060799999999999965
18157,1.0,1.0,0.03909999999999991
18159,1.0,0.9999,0.01539999999999997
18161,0.9997,0.9872,0.04509999999999992
18163,0.9998,0.9883,0.03579999999999994
18165,1.0,1.0,0.02179999999999993
18167,1.0,0.9961,0.00979999999999992
18169,1.0,1.0,0.03689999999999993
18171,1.0,1.0,0.09260000000000002
18173,0.9999,0.9791,0.02429999999999999
18175,1.0,0.9961,0.014000000000000012
18177,1.0,0.9988,0.05259999999999998
18179,0.9999,0.9972,0.12080000000000002
18181,1.0,1.0,0.030999999999999917
18183,0.9998,0.9819,0.13939999999999997
19001,1.0,1.0,0.0033999999999999586
19003,1.0,1.0,0.0005999999999999339
19005,0.9997,0.9996,0.3040999999999999
19007,1.0,1.0,0.007399999999999962
19009,1.0,1.0,0.0046999999999999265
19011,0.9991,0.9932,0.37939999999999996
19013,0.9385,0.9997,0.7347
19015,0.9998,0.9996,0.19009999999999994
19017,0.9965,1.0,0.4548
19019,0.9682,0.9986,0.6275
19021,1.0,1.0,0.025899999999999923
19023,0.9273,1.0,0.6877
19025,0.9996,1.0,0.5581
19027,1.0,0.9997,0.0504
19029,1.0,1.0,0.012399999999999967
19031,0.9989,0.9976,0.2219
19033,0.9932,1.0,0.2057
19035,1.0,1.0,0.02529999999999999
19037,0.9999,0.9994,0.21860000000000002
19039,1.0,1.0,0.010199999999999987
19041,1.0,0.9999,0.1602
19043,0.9961,0.995,0.5390999999999999
19045,0.9983,0.9757,0.3813
19047,1.0,0.9996,0.0011999999999999789
19049,1.0,1.0,0.032299999999999995
19051,1.0,1.0,0.010699999999999932
19053,1.0,1.0,0.021299999999999986
19055,0.9944,0.9993,0.48519999999999996
19057,0.9999,0.9997,0.1493
19059,0.9998,1.0,0.5188999999999999
19061,0.9908,1.0,0.49660000000000004
19063,0.9985,1.0,0.6814
19065,0.9954,0.987,0.4276
19067,1.0,1.0,0.07189999999999996
19069,0.6627000000000001,1.0,0.9029
19071,1.0,0.9997,0.0032999999999999696
19073,1.0,0.9999,0.09339999999999993
19075,0.5891,1.0,0.9878
19077,1.0,1.0,0.018899999999999917
19079,0.9989,0.9997,0.39879999999999993
19081,0.999,1.0,0.2037
19083,0.9782,1.0,0.7188
19085,1.0,0.9995,0.007699999999999929
19087,0.9999,0.9999,0.10809999999999997
19089,1.0,1.0,0.025499999999999967
19091,0.9942,1.0,0.6833
19093,1.0,1.0,0.05399999999999994
19095,1.0,1.0,0.13679999999999992
19097,0.9988,0.997,0.4558
19099,1.0,1.0,0.03620000000000001
19101,1.0,1.0,0.04459999999999997
19103,0.9996,0.9982,0.21189999999999998
19105,0.9966,0.9932,0.42469999999999997
19107,1.0,0.9997,0.10599999999999998
19109,0.9717,1.0,0.7793
19111,1.0,0.9997,0.05609999999999993
19113,0.999,0.9868,0.33709999999999996
19115,0.997,0.998,0.3181999999999999
19117,1.0,1.0,0.009299999999999975
19119,1.0,0.9999,0.017899999999999916
19121,1.0,1.0,0.013299999999999979
19123,1.0,1.0,0.04569999999999996
19125,1.0,0.9984,0.0029000000000000137
19127,0.9997,0.9997,0.19729999999999992
19129,1.0,1.0,0.010299999999999976
19131,1.0,1.0,0.012899999999999912
19133,1.0,1.0,0.0030000000000000027
19135,1.0,1.0,0.008000000000000007
19137,1.0,1.0,0.0049000000000000155
19139,0.9879,0.9898,0.30909999999999993
19141,0.9999,1.0,0.29479999999999995
19143,1.0,0.9997,0.1955
19145,1.0,1.0,0.008199999999999985
19147,0.9995,1.0,0.5203
19149,1.0,1.0,0.0043999999999999595
19151,0.9999,0.9997,0.23949999999999994
19153,1.0,1.0,0.026899999999999924
19155,1.0,1.0,0.006199999999999983
19157,1.0,0.9999,0.10959999999999992
19159,1.0,1.0,0.005599999999999938
19161,1.0,1.0,0.01629999999999998
19163,0.9998,0.993,0.16979999999999995
19165,1.0,0.9998,0.006000000000000005
19167,1.0,1.0,0.030200000000000005
19169,0.9992,0.9999,0.32889999999999997
19171,0.8988,0.9996,0.8295
19173,1.0,1.0,0.0010999999999999899
19175,1.0,1.0,0.006199999999999983
19177,1.0,0.9999,0.018100000000000005
19179,1.0,1.0,0.01979999999999993
19181,1.0,1.0,0.0045999999999999375
19183,0.9998,0.9994,0.20850000000000002
19185,1.0,1.0,0.006399999999999961
19187,0.9988,1.0,0.5601
19189,1.0,1.0,0.11119999999999997
19191,1.0,1.0,0.08939999999999992
19193,1.0,1.0,0.005699999999999927
