GEOID,gmfd_sd,gmfd_mad,gmfd_min
01001,0.9809,0.5344,0.014399999999999968
01003,0.9997,0.995,0.12369999999999992
01005,0.9325,0.4665,0.035599999999999965
01009,0.9906,0.8524,0.26449999999999996
01011,0.9856,0.6376,0.023799999999999932
01013,0.9823,0.8749,0.16979999999999995
01015,0.9942,0.5837,0.07069999999999999
01019,0.9978,0.7395,0.04249999999999998
01021,0.9981,0.7606999999999999,0.010199999999999987
01023,0.996,0.9566,0.056499999999999995
01025,0.9988,0.9426,0.02059999999999995
01027,0.9993,0.9072,0.022299999999999986
01029,1.0,0.9625,0.03179999999999994
01031,0.9939,0.9057999999999999,0.03310000000000002
01033,0.9998,0.9289,0.16269999999999996
01035,1.0,0.9883,0.0403
01039,0.9997,0.9826,0.06899999999999995
01041,0.9949,0.7824,0.24759999999999993
01043,0.9969,0.6873,0.2067
01045,0.9852,0.9117,0.13279999999999992
01047,0.9876,0.5505,0.024499999999999966
01049,1.0,0.9146,0.028999999999999915
01051,0.9902,0.7014,0.05269999999999997
01053,1.0,0.9971,0.03620000000000001
01055,0.9977,0.8348,0.05349999999999999
01057,0.9977,0.765,0.15659999999999996
01059,0.9998,0.8613,0.0988
01061,0.9944,0.8121,0.02499999999999991
01063,0.9953,0.7657,0.026999999999999913
01065,0.9975,0.8849,0.06689999999999996
01067,0.9126,0.5780000000000001,0.06629999999999991
01069,0.9268,0.6776,0.06379999999999997
01071,1.0,0.8733,0.05259999999999998
01073,0.9496,0.4344,0.2589
01075,0.9967,0.6574,0.1644
01077,0.9995,0.8906,0.12149999999999994
01079,0.9991,0.944,0.14839999999999998
01081,0.9878,0.6794,0.05569999999999997
01083,0.9984,0.9217,0.01979999999999993
01085,0.9614,0.45589999999999997,0.018199999999999994
01087,0.9855,0.8101,0.03499999999999992
01089,0.9992,0.8472999999999999,0.046499999999999986
01091,0.9922,0.8705,0.04949999999999999
01093,0.9989,0.8525,0.10259999999999991
01095,0.9981,0.6575,0.07009999999999994
01097,0.9991,0.9385,0.01959999999999995
01101,0.9321,0.24759999999999993,0.05249999999999999
01103,0.9981,0.9284,0.05399999999999994
01105,0.9961,0.6866,0.02429999999999999
01107,0.9962,0.6875,0.06709999999999994
01109,0.993,0.9325,0.0393
01111,0.9996,0.9573,0.016799999999999926
01113,0.8226,0.15759999999999996,0.048699999999999966
01115,0.9903,0.8931,0.12680000000000002
01117,0.9947,0.953,0.03420000000000001
01119,0.9781,0.5032,0.05479999999999996
01121,0.9853,0.8775999999999999,0.08509999999999995
01123,0.9993,0.9793,0.02499999999999991
01125,0.9952,0.8526,0.16679999999999995
01127,0.9972,0.7376,0.12039999999999995
01129,1.0,1.0,0.006599999999999939
01131,0.9984,0.9525,0.026100000000000012
01133,0.9995,0.9460999999999999,0.12080000000000002
04003,1.0,0.9576,0.009000000000000008
04009,0.9816,0.8684000000000001,0.45130000000000003
04013,0.5686,0.37929999999999997,0.4619
04021,0.474,0.14959999999999996,0.5836
04025,0.9782,0.8891,0.17199999999999993
04027,0.8743,0.48649999999999993,0.25769999999999993
05001,0.9996,0.9876,0.25139999999999996
05003,0.9999,0.975,0.11249999999999993
05007,0.9999,0.9979,0.0917
05013,1.0,0.9745,0.05230000000000001
05017,0.9981,0.9331,0.19809999999999994
05019,0.9999,0.9684,0.10109999999999997
05021,1.0,0.9999,0.09919999999999995
05023,1.0,0.9982,0.09219999999999995
05029,0.9999,0.9897,0.2066
05031,0.9999,0.9885,0.08560000000000001
05033,0.9999,0.9905,0.04899999999999993
05035,1.0,0.999,0.2218
05037,0.9996,0.9883,0.265
05041,0.9991,0.9817,0.2309
05043,0.9999,0.9299,0.12549999999999994
05045,0.9998,0.9821,0.20799999999999996
05055,1.0,0.9969,0.16410000000000002
05057,1.0,0.9993,0.021299999999999986
05063,1.0,0.9976,0.09960000000000002
05067,1.0,0.9634,0.1271
05069,1.0,0.9912,0.12539999999999996
05073,0.9998,0.9697,0.030999999999999917
05075,0.9996,0.9543,0.1865
05077,0.9999,0.9965,0.263
05079,1.0,0.9892,0.119
05081,1.0,1.0,0.0015999999999999348
05083,0.9999,0.9647,0.17299999999999993
05085,0.999,0.9435,0.07289999999999996
05091,1.0,0.9793,0.01749999999999996
05093,1.0,0.9996,0.08579999999999999
05095,0.9987,0.963,0.20419999999999994
05099,1.0,0.9846,0.0857
05103,1.0,0.9883,0.053099999999999925
05107,0.9988,0.9788,0.4065
05111,1.0,0.9853,0.07009999999999994
05115,1.0,0.9997,0.1936
05117,0.9988,0.9113,0.21909999999999996
05119,0.9996,0.9851,0.08929999999999993
05121,0.9995,0.9777,0.25780000000000003
05123,0.9991,0.994,0.3408
05145,1.0,0.9886,0.09229999999999994
05147,1.0,0.9969,0.13249999999999995
05149,0.9999,0.9995,0.07879999999999998
06005,0.9998,0.9824,0.012199999999999989
06007,0.11880000000000002,0.26039999999999996,0.7130000000000001
06011,0.9885,0.9797,0.2657999999999999
06013,0.9996,0.9480999999999999,0.017299999999999982
06019,0.9976,0.9767,0.18499999999999994
06021,0.9847,0.9541,0.17049999999999998
06025,1.0,1.0,0.0
06029,1.0,0.991,0.006000000000000005
06031,1.0,1.0,0.0010000000000000009
06039,0.8535,0.9125,0.26559999999999995
06047,1.0,0.9818,0.006900000000000017
06053,1.0,1.0,0.00029999999999996696
06065,1.0,0.9913,0.010099999999999998
06067,1.0,1.0,0.0022999999999999687
06077,1.0,1.0,0.0
06095,0.9915,0.9934,0.38029999999999997
06099,0.9884,0.9556,0.14439999999999997
06101,1.0,1.0,0.01749999999999996
06103,0.6819,0.884,0.6695
06107,0.9943,0.9997,0.0413
06113,1.0,1.0,0.034499999999999975
06115,0.9578,0.999,0.4406
08001,1.0,0.9777,0.00039999999999995595
08005,0.9993,0.9482,0.07599999999999996
08009,1.0,0.9919,0.0010000000000000009
08011,0.9884,0.9467,0.16569999999999996
08013,1.0,1.0,0.0004999999999999449
08017,0.9992,0.8987,0.07089999999999996
08025,0.8467,0.856,0.2511
08029,1.0,0.9856,0.00539999999999996
08039,1.0,1.0,0.006099999999999994
08041,0.7314,0.006699999999999928,0.17659999999999998
08045,0.9987,0.9473,0.14589999999999992
08061,0.8579,0.37339999999999995,0.14489999999999992
08063,0.9998,0.9823,0.0013999999999999568
08067,1.0,1.0,0.0
08069,1.0,1.0,0.0036999999999999256
08071,1.0,1.0,0.00029999999999996696
08073,1.0,1.0,0.0
08075,1.0,0.9266,0.00039999999999995595
08077,1.0,0.9987,0.0044999999999999485
08083,1.0,1.0,0.00029999999999996696
08085,1.0,1.0,9.999999999998899e-05
08087,0.998,0.9974,0.028100000000000014
08089,0.014100000000000001,0.010499999999999954,0.8876
08095,0.9988,0.9614,0.008799999999999919
08099,0.9973,0.7095,0.028699999999999948
08101,1.0,1.0,0.0
08115,0.9989,0.9836,0.018399999999999972
08121,0.9998,0.9346,0.0039000000000000146
08123,0.9996,0.99,0.048899999999999944
08125,1.0,1.0,9.999999999998899e-05
10001,0.12080000000000002,0.011099999999999999,0.5522
10003,0.18130000000000002,0.3568,0.5831999999999999
10005,0.19879999999999998,0.02399999999999991,0.4001
12001,0.9992,0.8472,0.11170000000000002
12003,0.9953,0.8935,0.12309999999999999
12007,1.0,0.9771,0.0042999999999999705
12013,0.7062999999999999,0.05669999999999997,0.11749999999999994
12023,0.9792,0.4436,0.03149999999999997
12029,0.22719999999999996,0.005900000000000016,0.9831
12031,0.9764,0.6971,0.528
12033,0.9998,0.9885,0.03210000000000002
12039,0.4598,0.0403,0.24680000000000002
12041,0.9895,0.35509999999999997,0.022499999999999964
12047,0.9061,0.2158,0.09670000000000001
12059,0.9821,0.4374,0.07869999999999999
12063,0.7737,0.7499,0.7075
12065,0.2956,0.1411,0.5171
12067,0.0030000000000000027,0.0,0.9895
12073,0.30289999999999995,0.10519999999999996,0.47329999999999994
12075,1.0,1.0,0.3637
12079,0.49249999999999994,0.6619999999999999,0.44199999999999995
12083,1.0,0.8477,0.0034999999999999476
12089,0.9928,0.37870000000000004,0.11239999999999994
12091,0.9799,0.8914,0.0655
12107,0.9989,0.7282,0.13
12109,0.9911,0.16999999999999993,0.06340000000000001
12113,0.99,0.7338,0.03269999999999995
12121,0.7569,0.10009999999999997,0.3114
12123,0.04289999999999994,0.007699999999999929,0.9368
12125,0.9982,0.7774,0.3386
12131,0.9955,0.9973,0.14489999999999992
12133,0.9915,0.9738,0.11029999999999995
13001,0.6495,0.3527,0.25659999999999994
13003,0.9238999999999999,0.8333,0.05469999999999997
13005,0.9182,0.8518,0.10549999999999993
13007,0.6712,0.19529999999999992,0.2249
13009,0.613,0.6512,0.3040999999999999
13011,0.87,0.09339999999999993,0.23959999999999992
13013,0.6183000000000001,0.017299999999999982,0.23119999999999996
13015,0.9523,0.24919999999999998,0.0686
13017,0.7483,0.46229999999999993,0.061999999999999944
13019,0.9093,0.8742,0.08150000000000002
13021,0.5066999999999999,0.043200000000000016,0.1886
13023,0.4064,0.1261,0.17169999999999996
13025,0.9564,0.9428,0.19469999999999998
13027,0.9382,0.8288,0.12449999999999994
13029,0.9353,0.5565,0.237
13031,0.5897,0.3297,0.24029999999999996
13033,0.6603,0.09109999999999996,0.14939999999999998
13035,0.4787,0.1986,0.2538
13037,0.6779999999999999,0.11219999999999997,0.15079999999999993
13039,0.9597,0.8542000000000001,0.2077
13043,0.49839999999999995,0.4264,0.3798
13045,0.9921,0.8078,0.026499999999999968
13047,0.9911,0.847,0.13259999999999994
13049,0.9611,0.833,0.05709999999999993
13051,1.0,0.8194,0.007000000000000006
13055,0.9992,0.8813,0.027899999999999925
13057,0.9586,0.5545,0.08709999999999996
13059,0.8144,0.2481,0.18359999999999999
13061,0.8833,0.7187,0.2227
13063,0.8585,0.126,0.22799999999999998
13065,0.9422,0.8923,0.038999999999999924
13069,0.9125,0.9172,0.04459999999999997
13071,0.8489,0.5518000000000001,0.19469999999999998
13073,0.5457,0.29069999999999996,0.27769999999999995
13075,0.903,0.7569,0.11980000000000002
13077,0.9499,0.6145,0.056499999999999995
13079,0.43409999999999993,0.014000000000000012,0.2738999999999999
13081,0.48519999999999996,0.09849999999999992,0.20340000000000003
13083,0.9998,0.9272,0.040899999999999936
13085,0.9735,0.5075000000000001,0.08589999999999998
13087,0.8223,0.21860000000000002,0.1321
13091,0.5607,0.11339999999999995,0.11749999999999994
13093,0.4173,0.009499999999999953,0.39259999999999995
13095,0.6108,0.24619999999999997,0.25359999999999994
13097,0.9801,0.3114,0.13419999999999999
13099,0.7486999999999999,0.1038,0.08289999999999997
13101,0.9467,0.9294,0.10739999999999994
13103,0.927,0.3157,0.1028
13105,0.779,0.4888,0.2641
13107,0.6737,0.2178,0.16720000000000002
13109,0.5327999999999999,0.44420000000000004,0.43299999999999994
13111,0.9615,0.9315,0.3264
13113,0.8749,0.4023,0.16159999999999997
13115,0.9928,0.6138,0.03189999999999993
13117,0.9896,0.6977,0.032399999999999984
13119,0.8977999999999999,0.07489999999999997,0.10159999999999991
13121,0.8783,0.1996,0.08929999999999993
13123,1.0,0.9309,0.09829999999999994
13125,0.607,0.02179999999999993,0.16789999999999994
13129,0.9589,0.1997,0.23209999999999997
13131,0.8456,0.344,0.1785
13133,0.7827,0.7035,0.18809999999999993
13135,0.8032,0.07999999999999996,0.1987
13137,0.9981,0.5461,0.019899999999999918
13139,0.9086,0.2761,0.09989999999999999
13141,0.5279,0.15859999999999996,0.2812
13143,0.9998,0.7465999999999999,0.022399999999999975
13145,0.7964,0.3074,0.08439999999999992
13147,0.42189999999999994,0.0042999999999999705,0.25429999999999997
13149,0.9971,0.6980999999999999,0.022499999999999964
13151,0.6411,0.2526999999999999,0.22929999999999995
13153,0.3709,0.0383,0.1926
13155,0.8356,0.5889,0.06309999999999993
13157,0.8280000000000001,0.5364,0.25149999999999995
13159,0.4786,0.07609999999999995,0.3034
13161,0.7713,0.3030999999999999,0.29879999999999995
13163,0.7642,0.6035999999999999,0.1643
13165,0.6542,0.27979999999999994,0.15959999999999996
13167,0.5851,0.045399999999999996,0.12749999999999995
13169,0.5104,0.10739999999999994,0.30389999999999995
13171,0.6866,0.1664,0.17269999999999996
13173,0.9266,0.7731,0.06559999999999999
13175,0.5555,0.1674,0.11359999999999992
13177,0.5583,0.11609999999999998,0.16179999999999994
13179,0.9365,0.5658,0.06159999999999999
13181,0.48160000000000003,0.5377000000000001,0.5119
13183,0.951,0.8371999999999999,0.0837
13185,0.9419,0.8878,0.15789999999999993
13187,1.0,0.9538,0.011199999999999988
13189,0.4638,0.018799999999999928,0.242
13193,0.2891,0.023499999999999965,0.3567
13195,0.8249,0.047699999999999965,0.13759999999999994
13197,0.6502,0.5928,0.07289999999999996
13199,0.8936999999999999,0.03939999999999999,0.03379999999999994
13201,0.44309999999999994,0.1512,0.6464
13205,0.7293000000000001,0.5299,0.27149999999999996
13207,0.6067,0.10249999999999992,0.18130000000000002
13209,0.6398999999999999,0.04579999999999995,0.12
13211,0.5473,0.2518,0.2975
13213,0.9713,0.33819999999999995,0.11669999999999991
13217,0.4111,0.02949999999999997,0.3063
13219,0.7492,0.2649,0.19619999999999993
13221,0.8054,0.2629,0.14679999999999993
13223,0.9733,0.6969000000000001,0.03079999999999994
13225,0.4809,0.05369999999999997,0.1825
13227,0.9892,0.44799999999999995,0.06409999999999993
13229,0.8965,0.7035,0.12680000000000002
13231,0.8787,0.5634,0.09289999999999998
13233,0.9996,0.8791,0.031100000000000017
13235,0.30889999999999995,0.007199999999999984,0.33109999999999995
13237,0.5182,0.019000000000000017,0.24839999999999995
13239,0.8382000000000001,0.6806,0.14779999999999993
13241,0.999,0.8547,0.06899999999999995
13243,0.6969000000000001,0.11139999999999994,0.08699999999999997
13245,0.7781,0.4665,0.1471
13247,0.6583,0.26069999999999993,0.2399
13249,0.6431,0.08839999999999992,0.10289999999999999
13251,0.6841999999999999,0.1965,0.19679999999999997
13253,0.08960000000000001,0.07729999999999992,0.953
13255,0.8297,0.40369999999999995,0.1392
13257,0.8374,0.18719999999999992,0.14469999999999994
13259,0.5507,0.2329,0.2146
13261,0.7178,0.15839999999999999,0.3678
13263,0.7806,0.19889999999999997,0.12849999999999995
13265,0.14549999999999996,0.03079999999999994,0.6129
13267,0.5704,0.49149999999999994,0.3919
13269,0.3812,0.010699999999999932,0.26869999999999994
13271,0.7785,0.2734,0.047699999999999965
13273,0.6389,0.13969999999999994,0.10570000000000002
13275,0.8847,0.571,0.2721
13277,0.7278,0.26249999999999996,0.12459999999999993
13279,0.6165,0.03959999999999997,0.17989999999999995
13281,1.0,0.9953,0.0009000000000000119
13283,0.4042,0.011199999999999988,0.2925
13285,0.9434,0.3618,0.08660000000000001
13287,0.6381,0.14079999999999993,0.1794
13289,0.4858,0.06669999999999998,0.23249999999999993
13291,0.9975,0.7977,0.09919999999999995
13293,0.7244999999999999,0.07509999999999994,0.1269
13295,0.9989,0.8492999999999999,0.04799999999999993
13297,0.6532,0.09260000000000002,0.28369999999999995
13299,0.9645,0.7082999999999999,0.1673
13301,0.5824,0.22899999999999998,0.22519999999999996
13303,0.6786,0.15089999999999992,0.19909999999999994
13305,0.9339,0.7806,0.12339999999999995
13307,0.5061,0.15379999999999994,0.1986
13309,0.766,0.3732,0.06040000000000001
13311,0.9992,0.7139,0.006799999999999917
13313,0.919,0.6807,0.3096
13315,0.6424,0.08199999999999996,0.09189999999999998
13317,0.38280000000000003,0.020299999999999985,0.3268
13319,0.42169999999999996,0.05179999999999996,0.2539
13321,0.6349,0.1926,0.17259999999999998
16001,0.8508,0.42469999999999997,0.07789999999999997
16027,1.0,1.0,0.0
16031,0.9773,0.6821999999999999,0.02629999999999999
16039,1.0,1.0,0.0
16041,1.0,0.9972,0.0040999999999999925
16045,1.0,0.999,0.0
16047,1.0,1.0,0.0
16053,1.0,1.0,0.0
16063,0.9413,0.5968,0.07639999999999991
16073,0.9987,0.9867,0.03210000000000002
16075,1.0,0.9999,0.0
16083,1.0,0.9999,0.0
16087,1.0,1.0,0.0
17001,1.0,0.9999,0.020100000000000007
17003,0.9999,0.9999,0.04949999999999999
17005,1.0,1.0,0.005900000000000016
17007,1.0,0.9974,0.16289999999999993
17009,1.0,1.0,0.02410000000000001
17011,1.0,0.9998,0.08219999999999994
17013,1.0,1.0,0.02200000000000002
17015,1.0,0.9957,0.2489
17017,1.0,1.0,0.008499999999999952
17019,1.0,1.0,0.016699999999999937
17021,1.0,1.0,0.008000000000000007
17023,1.0,0.9996,0.02059999999999995
17025,1.0,0.9999,0.007699999999999929
17027,1.0,1.0,0.021499999999999964
17029,1.0,1.0,0.023599999999999954
17031,1.0,0.9999,0.09560000000000002
17033,1.0,1.0,0.02839999999999998
17035,1.0,1.0,0.007799999999999918
17037,1.0,1.0,0.05909999999999993
17039,1.0,1.0,0.02079999999999993
17041,1.0,1.0,0.01859999999999995
17043,1.0,0.9995,0.06799999999999995
17045,1.0,0.9998,0.022299999999999986
17047,1.0,0.9985,0.005199999999999982
17049,1.0,1.0,0.015899999999999914
17051,1.0,1.0,0.0041999999999999815
17053,1.0,1.0,0.050799999999999956
17055,1.0,1.0,0.013699999999999934
17057,1.0,1.0,0.029299999999999993
17059,1.0,0.9966,0.029799999999999938
17061,1.0,1.0,0.013399999999999967
17063,1.0,1.0,0.046499999999999986
17065,1.0,0.9995,0.014499999999999957
17067,1.0,1.0,0.025399999999999978
17069,0.9999,0.9987,0.018399999999999972
17071,1.0,0.9999,0.10239999999999994
17073,1.0,0.9998,0.06369999999999998
17075,1.0,1.0,0.07679999999999998
17077,1.0,1.0,0.021399999999999975
17079,1.0,1.0,0.015599999999999947
17081,1.0,1.0,0.005900000000000016
17083,1.0,1.0,0.023799999999999932
17085,0.9999,0.9998,0.24959999999999993
17087,1.0,0.9993,0.03069999999999995
17089,1.0,1.0,0.14079999999999993
17091,1.0,1.0,0.09619999999999995
17093,1.0,0.9981,0.03859999999999997
17095,1.0,1.0,0.07569999999999999
17097,1.0,0.9997,0.19189999999999996
17099,1.0,1.0,0.06419999999999992
17101,1.0,0.9976,0.019299999999999984
17103,1.0,1.0,0.0837
17105,1.0,1.0,0.05669999999999997
17107,1.0,1.0,0.04169999999999996
17109,1.0,0.9999,0.01979999999999993
17111,0.9997,0.9994,0.21239999999999992
17113,1.0,1.0,0.04279999999999995
17115,1.0,1.0,0.029100000000000015
17117,1.0,1.0,0.010599999999999943
17119,1.0,0.9997,0.021399999999999975
17121,1.0,1.0,0.006099999999999994
17123,1.0,1.0,0.04999999999999993
17125,1.0,1.0,0.014399999999999968
