GEOID,gmfd_mad,gmfd_sd
01001,0.8019000000000001,0.8568
01003,0.9625,0.9995
01005,0.8135,0.9827
01007,0.7348,0.8035
01009,0.8538,0.6105
01011,0.41279999999999994,0.9575
01013,0.7959,0.96
01015,0.7907,0.7121
01017,0.9154,0.922
01019,0.8523000000000001,0.7374
01021,0.6622,0.779
01023,0.851,0.9328
01025,0.8153,0.9651
01027,0.8364,0.7183999999999999
01029,0.9672,0.7978000000000001
01031,0.7231000000000001,0.9912
01033,0.5585,0.5683
01035,0.838,0.9516
01037,0.45740000000000003,0.6624
01039,0.5621,0.9912
01041,0.7197,0.9614
01043,0.8091,0.4909
01045,0.8981,0.993
01047,0.8396,0.9264
01049,0.8052,0.7087
01051,0.4385,0.7753
01053,0.9312,0.9829
01055,0.7068,0.7434000000000001
01057,0.9032,0.7968
01059,0.6204000000000001,0.6508
01061,0.7681,0.9963
01063,0.7465999999999999,0.8821
01065,0.5899,0.8494
01067,0.8959,0.9914
01069,0.9157,0.9973
01071,0.7718,0.7283999999999999
01073,0.6606000000000001,0.6231
01075,0.9825,0.889
01077,0.7206,0.6023000000000001
01079,0.895,0.5506
01081,0.9152,0.9451
01083,0.9103,0.5549
01085,0.642,0.9262
01087,0.5697,0.9365
01089,0.9339,0.6751
01091,0.7801,0.9084
01093,0.9420999999999999,0.7925
01095,0.8826,0.7218
01097,0.9994,0.9998
01099,0.9343,0.9571
01101,0.603,0.8516
01103,0.9045,0.5597
01105,0.706,0.8989
01107,0.7121,0.8955
01109,0.728,0.9682999999999999
01111,0.9363,0.862
01113,0.9044,0.9516
01115,0.7305999999999999,0.6691
01117,0.6612,0.6742
01119,0.8049999999999999,0.8887
01121,0.5956,0.6533
01123,0.6329,0.8306
01125,0.6398999999999999,0.7374
01127,0.7725,0.663
01129,0.9597,0.9944
01131,0.8893,0.9424
01133,0.7119,0.6331
04001,0.8036,0.852
04003,0.5664,0.36939999999999995
04005,0.3748,0.505
04007,0.006399999999999961,0.14989999999999992
04009,0.5072,0.5342
04011,0.7639,0.9522
04012,0.007399999999999962,0.0041999999999999815
04013,0.0034999999999999476,0.0005999999999999339
04015,0.0796,0.02859999999999996
04017,0.3347,0.6561
04019,0.00979999999999992,0.02179999999999993
04021,0.016199999999999992,0.0040999999999999925
04023,0.5655,0.17989999999999995
04025,0.006000000000000005,0.06369999999999998
04027,0.0004999999999999449,0.0019000000000000128
05001,0.8301000000000001,0.8384
05003,0.8762,0.9567
05005,0.6766,0.5495
05007,0.9442,0.8342
05009,0.5235,0.6183000000000001
05011,0.5476,0.9438
05013,0.6660999999999999,0.9443
05015,0.4505,0.6234
05017,0.7335,0.9206
05019,0.7337,0.9496
05021,0.8573999999999999,0.48119999999999996
05023,0.5446,0.7264999999999999
05025,0.8566,0.8657
05027,0.5112,0.9872
05029,0.24159999999999993,0.6925
05031,0.9221,0.5267
05033,0.9908,0.9016
05035,0.8081,0.8009999999999999
05037,0.8771,0.7184999999999999
05039,0.7626,0.9052
05041,0.9368,0.9044
05043,0.7769,0.9315
05045,0.49160000000000004,0.7155
05047,0.9656,0.9174
05049,0.7804,0.5388
05051,0.6387,0.9302
05053,0.5861000000000001,0.8314
05055,0.9034,0.3982
05057,0.7807,0.9757
05059,0.7081,0.9253
05061,0.8284,0.9777
05063,0.8703000000000001,0.6373
05065,0.3308,0.5925
05067,0.9397,0.5310999999999999
05069,0.7756000000000001,0.7939
05071,0.5876,0.857
05073,0.6687000000000001,0.9842
05075,0.9282,0.4729
05077,0.47409999999999997,0.7537
05079,0.9156,0.868
05081,0.7157,0.9843
05083,0.8367,0.903
05085,0.8183,0.7596
05087,0.7307,0.7978000000000001
05089,0.7026,0.5952
05091,0.6327,0.9815
05093,0.7796,0.6706
05095,0.38349999999999995,0.7444
05097,0.6991,0.956
05099,0.7123999999999999,0.9706
05101,0.42310000000000003,0.7254
05103,0.5330999999999999,0.9613
05105,0.20709999999999995,0.855
05107,0.5227999999999999,0.7881
05109,0.9102,0.9711
05111,0.8091,0.639
05113,0.8751,0.9659
05115,0.2834,0.7965
05117,0.6875,0.7384999999999999
05119,0.7608,0.7628
05121,0.737,0.4982
05123,0.7383,0.7501
05125,0.6044,0.8414
05127,0.9235,0.9535
05129,0.45909999999999995,0.6602
05131,0.9916,0.9384
05133,0.6396,0.9795
05135,0.5269999999999999,0.5711999999999999
05137,0.5382,0.6679999999999999
05139,0.6939,0.9806
05141,0.29510000000000003,0.6720999999999999
05143,0.9838,0.8847
05145,0.9329,0.7364999999999999
05147,0.7354,0.6348
05149,0.5725,0.9103
06001,0.6361,0.12780000000000002
06003,0.030200000000000005,0.1745
06005,0.32419999999999993,0.32199999999999995
06007,0.055300000000000016,0.38569999999999993
06009,0.18819999999999992,0.34129999999999994
06011,0.6113,0.20889999999999997
06013,0.41289999999999993,0.13219999999999998
06015,0.9708,0.9129
06017,0.06459999999999999,0.27159999999999995
06019,0.0050000000000000044,0.1825
06021,0.24619999999999997,0.14749999999999996
06023,0.05889999999999995,0.08179999999999998
06025,0.00029999999999996696,0.005499999999999949
06027,0.012899999999999912,0.20819999999999994
06029,0.024699999999999944,0.049799999999999955
06031,0.0040999999999999925,0.019199999999999995
06033,0.5751999999999999,0.2925
06035,0.1279,0.053199999999999914
06037,0.0,9.999999999998899e-05
06039,0.0010000000000000009,0.05569999999999997
06041,0.7414000000000001,0.41800000000000004
06043,0.006900000000000017,0.08389999999999997
06045,0.43599999999999994,0.5788
06047,0.35319999999999996,0.21839999999999993
06049,0.027799999999999936,0.3227
06051,0.21809999999999996,0.7082999999999999
06053,0.7521,0.4144
06055,0.3599,0.4033
06057,0.5217,0.16179999999999994
06059,9.999999999998899e-05,0.0
06061,0.18419999999999992,0.21139999999999992
06063,0.33409999999999995,0.07179999999999997
06065,0.0044999999999999485,0.04789999999999994
06067,0.34019999999999995,0.14839999999999998
06069,0.8198,0.4887
06071,0.006900000000000017,0.125
06073,0.0032999999999999696,0.03620000000000001
06075,0.8737,0.6229
06077,0.3194,0.14659999999999995
06079,0.2935,0.09609999999999996
06081,0.22619999999999996,0.3040999999999999
06083,0.2985,0.07319999999999993
06085,0.9527,0.5255
06087,0.8913,0.5006999999999999
06089,0.23019999999999996,0.20129999999999992
06091,0.23849999999999993,0.060799999999999965
06093,0.1321,0.1825
06095,0.627,0.22399999999999998
06097,0.30799999999999994,0.483
06099,0.7101,0.2909999999999999
06101,0.3808,0.14839999999999998
06103,0.07099999999999995,0.21309999999999996
06105,0.1572,0.06919999999999993
06107,0.048899999999999944,0.29079999999999995
06109,0.012299999999999978,0.27469999999999994
06111,0.0017999999999999128,0.01849999999999996
06113,0.6277999999999999,0.2389
06115,0.5025999999999999,0.21039999999999992
08001,0.7398,0.9671
08003,0.9813,1.0
08005,0.9129,0.9731
08007,0.9962,0.9604
08009,0.9679,0.9837
08011,0.4901,0.9697
08013,0.8373,0.978
08014,0.6906,0.9722999999999999
08015,0.9678,0.9991
08017,0.7169,0.96
08019,0.8798,0.9959
08021,0.9975,0.9993
08023,0.9753000000000001,1.0
08025,0.6017,0.9203
08027,0.9647,0.9995
08029,0.7901,0.988
08031,0.8858,0.962
08033,0.8969,0.9702
08035,0.8815,0.9915
08037,0.9759,0.9965
08039,0.9198,0.9688
08041,0.9181,0.9737
08043,0.8565,0.9991
08045,0.9872,0.9843
08047,0.8788,0.9834
08049,0.9505,0.9962
08051,0.9765,0.9945
08053,0.9983,0.9984
08055,0.7933,0.9982
08057,0.8624,0.9923
08059,0.8849,0.991
08061,0.6131,0.9709
08063,0.7092,0.97
08065,0.9687,0.9938
08067,0.9856,0.9568
08069,0.8344,0.9899
08071,0.8996,0.9924
08073,0.5723,0.9236
08075,0.8317,0.9557
08077,0.9382,0.9794
08079,0.9995,0.999
08081,0.8335,0.9672
08083,0.8988,0.9697
08085,0.8521,0.9913
08087,0.762,0.948
08089,0.677,0.9438
08091,0.9721,0.9979
08093,0.995,0.9992
08095,0.8767,0.9611
08097,0.9771,0.9873
08099,0.913,0.9886
08101,0.6009,0.9478
08103,0.9813,0.984
08105,0.9987,0.9996
08107,0.9075,0.9923
08109,0.9982,0.9996
08111,0.9988,0.9996
08113,0.9297,0.9833
08115,0.8585,0.9358
08117,0.9677,0.9974
08119,0.9886,0.9986
08121,0.8316,0.9677
08123,0.7464999999999999,0.962
08125,0.9319,0.9742
09001,0.5268999999999999,0.7921
09003,0.6112,0.7759
09005,0.6874,0.8612
09007,0.9132,0.8085
09009,0.8170999999999999,0.8025
09011,0.9377,0.8185
09013,0.5372,0.9019
09015,0.5509999999999999,0.8216
10001,0.899,0.8224
10003,0.5725,0.6867
10005,0.8293,0.9152
11001,0.3318,0.5919
12001,0.9352,0.9993
12003,0.9571,0.9991
12005,0.9231,0.9992
12007,0.952,0.999
12009,0.9919,1.0
12011,0.9603,0.9921
12013,0.9525,0.9977
12015,0.9388,0.9988
12017,0.9827,0.9996
12019,0.964,0.9983
12021,0.9198,0.9966
12023,0.9889,0.9998
12027,0.8975,0.9987
12029,0.9933,0.9998
12031,0.9748,0.9979
12033,0.9456,0.9949
12035,0.9420999999999999,1.0
12037,0.9334,0.9994
12039,0.895,0.9993
12041,0.9893,0.9998
12043,0.8832,0.9965
12045,0.91,0.998
12047,0.9948,0.9999
12049,0.9669,0.9998
12051,0.9442,0.9906
12053,0.984,0.9998
12055,0.9262,0.9997
12057,0.9879,0.9998
12059,0.9094,0.9987
12061,0.9948,0.9998
12063,0.823,0.9985
12065,0.9658,0.9993
12067,0.9824,1.0
12069,0.9941,1.0
12071,0.9833,0.9974
12073,0.9852,0.9989
12075,0.9856,0.9999
12077,0.9286,0.9991
12079,0.9315,0.9997
12081,0.9561,0.9995
12083,0.9892,0.9996
12085,0.987,0.9993
12086,0.9509,0.9953
12087,0.994,0.9999
12089,0.9753000000000001,0.999
