GEOID,gmfd_mad,gmfd_sd
09007,0.059599999999999986,0.9971
09009,0.09839999999999993,0.9915
09011,0.017699999999999938,0.9797
09013,0.1642,0.999
09015,0.08560000000000001,0.9949
10001,0.26339999999999997,0.9911
10003,0.6559999999999999,0.9999
10005,0.04679999999999995,0.987
11001,0.3927999999999999,0.9796
12001,1.0,1.0
12003,1.0,1.0
12005,0.9989,0.9987
12007,1.0,1.0
12009,0.9729,1.0
12011,0.5206999999999999,0.9997
12013,0.9953,0.9917
12015,0.9856,1.0
12017,1.0,1.0
12019,1.0,1.0
12021,0.6966,0.9981
12023,1.0,1.0
12027,0.9985,1.0
12029,0.9997,1.0
12031,1.0,1.0
12033,1.0,1.0
12035,0.9929,1.0
12037,0.9707,0.9856
12039,0.91,0.9822
12041,1.0,1.0
12043,0.998,1.0
12045,0.9355,0.9913
12047,1.0,1.0
12049,0.9999,1.0
12051,0.984,1.0
12053,1.0,1.0
12055,1.0,1.0
12057,0.9999,1.0
12059,1.0,1.0
12061,0.9691,1.0
12063,0.9998,1.0
12065,0.9927,0.9881
12067,0.9996,1.0
12069,1.0,1.0
12071,0.9422,1.0
12073,0.9913,0.988
12075,1.0,1.0
12077,0.9463,0.9766
12079,0.9993,0.9994
12081,0.9625,1.0
12083,1.0,1.0
12085,0.8354,1.0
12086,0.15569999999999995,0.9985
12087,0.09649999999999992,0.9995
12089,1.0,1.0
12091,1.0,1.0
12093,0.9972,1.0
12095,0.9986,1.0
12097,0.9993,1.0
12099,0.8659,1.0
12101,0.9999,1.0
12103,0.9598,1.0
12105,1.0,1.0
12107,1.0,1.0
12109,0.9987,1.0
12111,0.8827,1.0
12113,1.0,1.0
12115,0.9324,1.0
12117,0.9924,1.0
12119,1.0,1.0
12121,1.0,1.0
12123,0.9999,0.9991
12125,1.0,1.0
12127,0.9995,1.0
12129,0.996,0.9888
12131,1.0,1.0
12133,0.9996,0.9999
13001,1.0,1.0
13003,1.0,1.0
13005,1.0,1.0
13007,0.9989,1.0
13009,0.9943,1.0
13011,0.9406,1.0
13013,0.9083,0.9999
13015,0.9645,1.0
13017,0.999,0.9999
13019,1.0,1.0
13021,0.9339999999999999,1.0
13023,0.9872,1.0
13025,1.0,1.0
13027,1.0,1.0
13029,1.0,1.0
13031,1.0,1.0
13033,0.9994,1.0
13035,0.9639,1.0
13037,0.9988,1.0
13039,1.0,1.0
13043,1.0,1.0
13045,0.9993,1.0
13047,0.9887,1.0
13049,1.0,1.0
13051,1.0,1.0
13053,0.9806,1.0
13055,0.9972,1.0
13057,0.9937,1.0
13059,0.9133,1.0
13061,0.9996,1.0
13063,0.9975,1.0
13065,1.0,1.0
13067,0.9827,1.0
13069,0.9999,1.0
13071,0.9996,1.0
13073,0.9836,1.0
13075,1.0,1.0
13077,0.9955,1.0
13079,0.9233,1.0
13081,0.9815,1.0
13083,0.999,1.0
13085,0.9968,1.0
13087,0.9997,1.0
13089,0.9699,1.0
13091,0.985,1.0
13093,0.9918,1.0
13095,0.9995,1.0
13097,0.9863,1.0
13099,0.9999,1.0
13101,1.0,1.0
13103,1.0,1.0
13105,0.865,1.0
13107,0.9985,1.0
13109,1.0,1.0
13111,0.9993,1.0
13113,0.9935,1.0
13115,0.9947,1.0
13117,0.9913,1.0
13119,0.9211,1.0
13121,0.9915,1.0
13123,0.9993,1.0
13125,0.9974,1.0
13127,1.0,1.0
13129,0.9527,1.0
13131,1.0,1.0
13133,0.9738,0.9999
13135,0.954,1.0
13137,0.9856,1.0
13139,0.9858,1.0
13141,0.9968,1.0
13143,0.9996,1.0
13145,0.9992,1.0
13147,0.9013,1.0
13149,0.9968,1.0
13151,0.9918,1.0
13153,0.9581999999999999,0.9999
13155,1.0,1.0
13157,0.9131,1.0
13159,0.9201,0.9996
13161,0.9999,1.0
13163,0.9977,1.0
13165,0.9992,1.0
13167,0.9907,1.0
13169,0.9822,1.0
13171,0.948,1.0
13173,1.0,1.0
13175,0.9852,1.0
13177,0.9931,0.9998
13179,1.0,1.0
13181,0.868,0.9999
13183,1.0,1.0
13185,1.0,1.0
13187,1.0,1.0
13189,0.9896,1.0
13191,0.9986,1.0
13193,0.996,0.9998
13195,0.8981,1.0
13197,0.9986,1.0
13199,0.9947,1.0
13201,0.9983,1.0
13205,0.9998,1.0
13207,0.9536,1.0
13209,0.9989,1.0
13211,0.9475,0.9998
13213,0.9852,1.0
13215,0.9985,1.0
13217,0.9629,0.9999
13219,0.9042,1.0
13221,0.9409,1.0
13223,0.9839,1.0
13225,0.9338,0.9999
13227,0.9913,1.0
13229,1.0,1.0
13231,0.9866,1.0
13233,0.9959,1.0
13235,0.9904,1.0
13237,0.9894,1.0
13239,0.9973,1.0
13241,0.9996,1.0
13243,0.9982,1.0
13245,0.9989,1.0
13247,0.9699,0.9998
13249,0.9989,1.0
13251,0.9999,1.0
13253,0.9996,1.0
13255,0.9785,1.0
13257,0.942,1.0
13259,0.9978,0.9999
13261,0.9955,1.0
13263,0.9955,1.0
13265,0.9812,0.9999
13267,1.0,1.0
13269,0.977,1.0
13271,0.9981,1.0
13273,0.9978,1.0
13275,1.0,1.0
13277,0.9997,1.0
13279,0.9996,1.0
13281,0.9999,1.0
13283,0.999,1.0
13285,0.9988,1.0
13287,0.9967,1.0
13289,0.9853,1.0
13291,0.9997,1.0
13293,0.992,1.0
13295,0.9983,1.0
13297,0.9408,0.9999
13299,1.0,1.0
13301,0.9959,1.0
13303,0.9958,1.0
13305,1.0,1.0
13307,0.9961,1.0
13309,0.9984,1.0
13311,0.9982,1.0
13313,0.9544,1.0
13315,0.9901,1.0
13317,0.8862,0.9998
13319,0.9917,1.0
13321,0.9998,1.0
16001,0.01759999999999995,0.677
16003,0.02179999999999993,0.9745
16005,0.8809,1.0
16007,0.9979,1.0
16009,0.015799999999999925,0.9443
16011,0.6116999999999999,1.0
16013,0.9271,1.0
16015,0.4181,1.0
16017,0.02200000000000002,0.9945
16019,0.6951,0.9996
16021,0.2743,1.0
16023,0.5647,0.9984
16025,0.9544,1.0
16027,0.0031999999999999806,0.3669
16029,0.9984,1.0
16031,0.8357,1.0
16033,0.27469999999999994,0.9988
16035,0.0020999999999999908,0.9113
16037,1.0,1.0
16039,0.3667,0.9995
16041,0.8891,1.0
16043,0.05999999999999994,0.9872
16045,0.026999999999999913,0.8973
16047,0.28279999999999994,0.999
16049,0.009399999999999964,0.9861
16051,0.0030999999999999917,0.8562000000000001
16053,0.2854,1.0
16055,0.0031999999999999806,0.8547
16057,0.007299999999999973,0.7528
16059,0.25759999999999994,1.0
16061,0.007699999999999929,0.6846
16063,0.368,1.0
16065,0.008599999999999941,0.9437
16067,0.4121,1.0
16069,0.0006999999999999229,0.6116999999999999
16071,0.5867,1.0
16073,0.4972,1.0
16075,0.029999999999999916,0.617
16077,0.5877,1.0
16079,0.006799999999999917,0.9854
16081,0.19179999999999997,0.9969
16083,0.6617,1.0
16085,0.8513999999999999,1.0
16087,0.11959999999999993,0.9397
17001,1.0,1.0
17003,1.0,1.0
17005,1.0,1.0
17007,1.0,1.0
17009,1.0,1.0
17011,1.0,1.0
17013,1.0,1.0
17015,1.0,1.0
17017,1.0,1.0
17019,1.0,1.0
17021,1.0,1.0
17023,1.0,1.0
17025,1.0,1.0
17027,1.0,1.0
17029,1.0,1.0
17031,1.0,1.0
17033,1.0,1.0
17035,1.0,1.0
17037,1.0,1.0
17039,1.0,1.0
17041,1.0,1.0
17043,1.0,1.0
17045,1.0,1.0
17047,1.0,1.0
17049,1.0,1.0
17051,1.0,1.0
17053,1.0,1.0
17055,1.0,1.0
17057,1.0,1.0
17059,1.0,1.0
17061,1.0,1.0
17063,1.0,1.0
17065,1.0,1.0
17067,1.0,1.0
17069,1.0,1.0
17071,1.0,1.0
17073,1.0,1.0
17075,1.0,1.0
17077,1.0,1.0
17079,1.0,1.0
17081,1.0,1.0
17083,1.0,1.0
17085,1.0,1.0
17087,1.0,1.0
17089,1.0,1.0
17091,1.0,1.0
17093,1.0,1.0
17095,1.0,1.0
17097,0.9986,1.0
17099,1.0,1.0
17101,1.0,1.0
17103,1.0,1.0
17105,1.0,1.0
17107,1.0,1.0
17109,1.0,1.0
17111,1.0,1.0
17113,1.0,1.0
17115,1.0,1.0
17117,1.0,1.0
17119,1.0,1.0
17121,1.0,1.0
17123,1.0,1.0
17125,1.0,1.0
17127,1.0,1.0
17129,1.0,1.0
17131,1.0,1.0
17133,1.0,1.0
17135,1.0,1.0
17137,1.0,1.0
17139,1.0,1.0
17141,1.0,1.0
17143,1.0,1.0
17145,1.0,1.0
17147,1.0,1.0
17149,1.0,1.0
17151,1.0,1.0
17153,1.0,1.0
17155,1.0,1.0
17157,1.0,1.0
17159,1.0,1.0
17161,1.0,1.0
17163,1.0,1.0
17165,1.0,1.0
17167,1.0,1.0
17169,1.0,1.0
17171,1.0,1.0
17173,1.0,1.0
17175,1.0,1.0
17177,1.0,1.0
17179,1.0,1.0
17181,1.0,1.0
17183,1.0,1.0
17185,1.0,1.0
17187,1.0,1.0
17189,1.0,1.0
17191,1.0,1.0
17193,1.0,1.0
17195,1.0,1.0
17197,1.0,1.0
17199,1.0,1.0
17201,1.0,1.0
17203,1.0,1.0
18001,1.0,1.0
18003,1.0,1.0
18005,1.0,1.0
18007,1.0,1.0
18009,1.0,1.0
18011,1.0,1.0
18013,1.0,1.0
18015,1.0,1.0
18017,1.0,1.0
18019,1.0,1.0
18021,1.0,1.0
18023,1.0,1.0
18025,1.0,1.0
18027,1.0,1.0
18029,0.9998,1.0
18031,1.0,1.0
18033,1.0,1.0
18035,1.0,1.0
18037,1.0,1.0
18039,1.0,1.0
18041,1.0,1.0
18043,1.0,1.0
18045,1.0,1.0
18047,1.0,1.0
18049,1.0,1.0
18051,1.0,1.0
18053,1.0,1.0
18055,1.0,1.0
18057,1.0,1.0
18059,1.0,1.0
18061,1.0,1.0
18063,1.0,1.0
18065,1.0,1.0
18067,1.0,1.0
18069,1.0,1.0
18071,1.0,1.0
18073,1.0,1.0
18075,1.0,1.0
18077,1.0,1.0
18079,1.0,1.0
18081,1.0,1.0
18083,1.0,1.0
18085,1.0,1.0
18087,1.0,1.0
18089,1.0,1.0
18091,1.0,1.0
18093,1.0,1.0
18095,1.0,1.0
18097,1.0,1.0
18099,1.0,1.0
18101,1.0,1.0
18103,1.0,1.0
18105,1.0,1.0
18107,1.0,1.0
18109,1.0,1.0
18111,1.0,1.0
18113,1.0,1.0
18115,0.9974,1.0
18117,1.0,1.0
18119,1.0,1.0
18121,1.0,1.0
18123,1.0,1.0
18125,1.0,1.0
18127,1.0,1.0
18129,1.0,1.0
18131,1.0,1.0
18133,1.0,1.0
18135,1.0,1.0
18137,1.0,1.0
18139,1.0,1.0
18141,1.0,1.0
18143,1.0,1.0
18145,1.0,1.0
18147,1.0,1.0
18149,1.0,1.0
18151,1.0,1.0
18153,1.0,1.0
18155,0.9979,1.0
18157,1.0,1.0
18159,1.0,1.0
18161,0.9999,1.0
18163,1.0,1.0
18165,1.0,1.0
18167,1.0,1.0
18169,1.0,1.0
18171,1.0,1.0
18173,1.0,1.0
18175,1.0,1.0
18177,1.0,1.0
18179,1.0,1.0
18181,1.0,1.0
18183,1.0,1.0
19001,1.0,1.0
19003,1.0,1.0
19005,1.0,1.0
19007,1.0,1.0
19009,1.0,1.0
19011,1.0,1.0
19013,1.0,1.0
19015,1.0,1.0
19017,1.0,1.0
19019,1.0,1.0
19021,1.0,1.0
19023,1.0,1.0
19025,1.0,1.0
19027,1.0,1.0
19029,1.0,1.0
19031,1.0,1.0
19033,1.0,1.0
19035,1.0,1.0
19037,1.0,1.0
19039,1.0,1.0
19041,1.0,1.0
19043,1.0,1.0
19045,1.0,1.0
19047,1.0,1.0
19049,1.0,1.0
19051,1.0,1.0
19053,1.0,1.0
19055,1.0,1.0
19057,1.0,1.0
19059,1.0,1.0
19061,1.0,1.0
19063,1.0,1.0
19065,1.0,1.0
19067,1.0,1.0
19069,1.0,1.0
19071,1.0,1.0
19073,1.0,1.0
19075,1.0,1.0
19077,1.0,1.0
19079,1.0,1.0
19081,1.0,1.0
19083,1.0,1.0
19085,1.0,1.0
19087,1.0,1.0
19089,1.0,1.0
19091,1.0,1.0
19093,1.0,1.0
19095,1.0,1.0
19097,1.0,1.0
19099,1.0,1.0
19101,1.0,1.0
19103,1.0,1.0
19105,1.0,1.0
19107,1.0,1.0
19109,1.0,1.0
19111,1.0,1.0
19113,1.0,1.0
19115,1.0,1.0
19117,1.0,1.0
19119,1.0,1.0
19121,1.0,1.0
19123,1.0,1.0
19125,1.0,1.0
19127,1.0,1.0
19129,1.0,1.0
19131,1.0,1.0
19133,1.0,1.0
19135,1.0,1.0
19137,1.0,1.0
19139,1.0,1.0
19141,1.0,1.0
19143,1.0,1.0
19145,1.0,1.0
19147,1.0,1.0
19149,1.0,1.0
19151,1.0,1.0
19153,1.0,1.0
19155,1.0,1.0
19157,1.0,1.0
19159,1.0,1.0
19161,1.0,1.0
19163,1.0,1.0
19165,1.0,1.0
19167,1.0,1.0
19169,1.0,1.0
19171,1.0,1.0
19173,1.0,1.0
19175,1.0,1.0
19177,1.0,1.0
19179,1.0,1.0
19181,1.0,1.0
19183,1.0,1.0
19185,1.0,1.0
19187,1.0,1.0
19189,1.0,1.0
19191,1.0,1.0
19193,1.0,1.0
19195,1.0,1.0
19197,1.0,1.0
20001,1.0,1.0
20003,1.0,1.0
20005,1.0,1.0
20007,1.0,1.0
20009,1.0,1.0
20011,1.0,1.0
20013,1.0,1.0
20015,1.0,1.0
20017,1.0,1.0
20019,1.0,1.0
20021,1.0,1.0
20023,0.9848,1.0
20025,1.0,1.0
20027,1.0,1.0
20029,1.0,1.0
20031,1.0,1.0
20033,1.0,1.0
20035,1.0,1.0
20037,1.0,1.0
20039,0.9963,1.0
20041,1.0,1.0
20043,1.0,1.0
20045,1.0,1.0
20047,1.0,1.0
20049,1.0,1.0
20051,1.0,1.0
20053,1.0,1.0
20055,1.0,1.0
20057,1.0,1.0
20059,1.0,1.0
20061,1.0,1.0
20063,1.0,1.0
20065,1.0,1.0
20067,1.0,1.0
20069,1.0,1.0
20071,1.0,1.0
20073,1.0,1.0
20075,1.0,1.0
20077,1.0,1.0
20079,1.0,1.0
20081,1.0,1.0
20083,1.0,1.0
20085,1.0,1.0
20087,1.0,1.0
20089,1.0,1.0
20091,1.0,1.0
20093,1.0,1.0
20095,1.0,1.0
20097,1.0,1.0
20099,1.0,1.0
20101,1.0,1.0
20103,1.0,1.0
20105,1.0,1.0
20107,1.0,1.0
20109,1.0,1.0
20111,1.0,1.0
20113,1.0,1.0
20115,1.0,1.0
20117,1.0,1.0
20119,1.0,1.0
20121,1.0,1.0
20123,1.0,1.0
20125,1.0,1.0
20127,1.0,1.0
20129,1.0,1.0
20131,1.0,1.0
20133,1.0,1.0
20135,1.0,1.0
20137,1.0,1.0
20139,1.0,1.0
20141,1.0,1.0
20143,1.0,1.0
20145,1.0,1.0
20147,1.0,1.0
20149,1.0,1.0
20151,1.0,1.0
20153,0.9977,1.0
20155,1.0,1.0
20157,1.0,1.0
20159,1.0,1.0
20161,1.0,1.0
20163,1.0,1.0
20165,1.0,1.0
20167,1.0,1.0
20169,1.0,1.0
20171,1.0,1.0
20173,1.0,1.0
20175,1.0,1.0
20177,1.0,1.0
20179,0.9997,1.0
20181,0.9996,1.0
20183,1.0,1.0
20185,1.0,1.0
20187,1.0,1.0
20189,1.0,1.0
20191,1.0,1.0
20193,0.9998,1.0
20195,1.0,1.0
20197,1.0,1.0
20199,1.0,1.0
20201,1.0,1.0
20203,1.0,1.0
20205,1.0,1.0
20207,1.0,1.0
20209,1.0,1.0
21001,0.9993,1.0
21003,1.0,1.0
21005,0.9989,1.0
21007,1.0,1.0
21009,1.0,1.0
21011,0.9599,1.0
21013,0.9158,1.0
21015,0.9951,1.0
21017,0.99,1.0
21019,0.7874,1.0
21021,0.9863,1.0
21023,0.9818,1.0
21025,0.5783,1.0
21027,1.0,1.0
21029,0.9999,1.0
21031,1.0,1.0
21033,1.0,1.0
21035,1.0,1.0
21037,0.9845,1.0
21039,1.0,1.0
21041,0.9995,1.0
21043,0.8499,1.0
21045,0.9665,1.0
21047,1.0,1.0
21049,0.9734,1.0
21051,0.8907,1.0
21053,0.9957,1.0
21055,1.0,1.0
21057,0.9998,1.0
21059,1.0,1.0
21061,0.9999,1.0
21063,0.7802,1.0
21065,0.9460999999999999,1.0
21067,0.9887,1.0
21069,0.9748,1.0
21071,0.5268999999999999,1.0
21073,0.9955,1.0
21075,1.0,1.0
21077,0.9862,1.0
21079,0.9685,1.0
21081,0.9953,1.0
21083,1.0,1.0
21085,1.0,1.0
21087,0.9999,1.0
21089,0.8300000000000001,1.0
21091,1.0,1.0
21093,1.0,1.0
21095,0.8984,1.0
21097,0.9888,1.0
21099,0.9999,1.0
21101,1.0,1.0
21103,1.0,1.0
21105,1.0,1.0
21107,1.0,1.0
21109,0.927,1.0
21111,1.0,1.0
21113,0.9717,1.0
21115,0.6739999999999999,1.0
21117,0.992,1.0
21119,0.5928,1.0
21121,0.8674999999999999,1.0
21123,1.0,1.0
21125,0.8829,0.9999
21127,0.8118,1.0
21129,0.9127,1.0
21131,0.6818,1.0
21133,0.7982,1.0
21135,0.8828,1.0
21137,0.9843,1.0
21139,1.0,1.0
21141,1.0,1.0
21143,1.0,1.0
21145,1.0,1.0
21147,0.8925,1.0
21149,1.0,1.0
21151,0.9631,1.0
21153,0.6758,1.0
21155,0.9999,1.0
21157,1.0,1.0
21159,0.6436999999999999,0.9999
21161,0.9879,1.0
21163,1.0,1.0
21165,0.9519,1.0
21167,0.9876,1.0
21169,1.0,1.0
21171,1.0,1.0
21173,0.976,1.0
21175,0.7444,1.0
21177,1.0,1.0
21179,0.9999,1.0
21181,0.9873,1.0
21183,1.0,1.0
21185,1.0,1.0
21187,0.9904,1.0
21189,0.835,1.0
21191,0.9812,1.0
21193,0.5193,1.0
21195,0.6476,1.0
21197,0.9779,1.0
21199,0.9097,1.0
21201,0.9842,1.0
21203,0.9442,1.0
21205,0.8279,1.0
21207,0.9935,1.0
21209,0.998,1.0
21211,1.0,1.0
21213,0.9999,1.0
21215,0.9999,1.0
21217,0.9999,1.0
21219,1.0,1.0
21221,1.0,1.0
21223,1.0,1.0
21225,1.0,1.0
21227,1.0,1.0
21229,0.9998,1.0
21231,0.9604,1.0
21233,1.0,1.0
21235,0.871,1.0
21237,0.8539,1.0
21239,0.9883,1.0
22001,1.0,1.0
22003,1.0,1.0
22005,0.9999,1.0
22007,0.9986,1.0
22009,1.0,1.0
22011,1.0,1.0
22013,1.0,1.0
22015,1.0,1.0
22017,1.0,1.0
22019,0.9999,1.0
22021,1.0,1.0
22023,1.0,1.0
22025,1.0,1.0
22027,1.0,1.0
22029,1.0,1.0
22031,1.0,1.0
22033,0.9999,1.0
22035,1.0,1.0
22037,1.0,1.0
22039,1.0,1.0
22041,1.0,1.0
22043,1.0,1.0
22045,0.9995,1.0
22047,0.9992,1.0
22049,1.0,1.0
22051,0.9735,0.9991
22053,0.9999,1.0
22055,1.0,1.0
22057,0.5763,0.9294
22059,1.0,1.0
22061,1.0,1.0
22063,1.0,1.0
22065,1.0,1.0
22067,1.0,1.0
22069,1.0,1.0
22071,0.9999,1.0
22073,1.0,1.0
22075,0.7117,0.7623
22077,1.0,1.0
22079,1.0,1.0
22081,1.0,1.0
22083,1.0,1.0
22085,1.0,1.0
22087,0.9843,1.0
22089,0.997,0.9999
22091,0.9999,1.0
22093,0.9999,1.0
22095,1.0,1.0
22097,0.9999,1.0
22099,0.9999,1.0
22101,0.8913,0.9948
22103,1.0,1.0
22105,0.9999,1.0
22107,1.0,1.0
22109,0.3406,0.9063
22111,1.0,1.0
22113,0.9997,1.0
22115,1.0,1.0
22117,1.0,1.0
22119,1.0,1.0
22121,0.9998,1.0
22123,1.0,1.0
22125,1.0,1.0
22127,1.0,1.0
23001,9.999999999998899e-05,0.8190999999999999
23003,0.032399999999999984,0.9935
23005,0.0,0.7726999999999999
23007,0.9876,1.0
23009,0.0,0.9052
23011,0.0,0.7942
23013,0.0,0.37539999999999996
23015,0.0,0.5014000000000001
23017,0.7166,1.0
23019,0.0027999999999999137,0.9329
23021,0.3244,0.9998
23023,0.0,0.5453
23025,0.6288,1.0
23027,0.0,0.9679
23029,0.0010999999999999899,0.9185
23031,0.0,0.8454
24001,0.49939999999999996,0.9991
24003,0.7177,0.9944
24005,0.627,0.999
24009,0.7902,0.9952
24011,0.17699999999999994,0.9952
24013,0.6910000000000001,0.9983
24015,0.6457999999999999,0.9997
24017,0.38659999999999994,0.9864
24019,0.7218,0.9909
24021,0.7424,0.9988
24023,0.9611999999999999,1.0
24025,0.5176000000000001,0.9996
24027,0.8315,0.9984
24029,0.6385000000000001,0.9992
24031,0.7895,0.9888
24033,0.33199999999999996,0.9912
24035,0.6783,0.9978
24037,0.607,0.9938
24039,0.5434,0.9929
24041,0.8411,0.9988
24043,0.6484,0.9985
24045,0.1159,0.9916
24047,0.040099999999999913,0.9898
24510,0.7376,0.9996
25001,0.0,0.0
