GEOID,bw
01001,0.12631401391083727
01003,0.052945842234305165
01005,0.05859821316822482
01009,0.11276280577374373
01011,0.06717995519514446
01013,0.08391001403184228
01015,0.1028650382008039
01019,0.11496805340817033
01021,0.11294013523982296
01023,0.10635316144105889
01025,0.08253003393064712
01027,0.1251775603775085
01029,0.10986427904517089
01031,0.09600404205394458
01033,0.0940112888647429
01035,0.10989369971668705
01039,0.12068670212400816
01041,0.09678009725434873
01043,0.11429803911548274
01045,0.06845920213024864
01047,0.08448689306534723
01049,0.1290416716633769
01051,0.11947879596162814
01053,0.10120620992950408
01055,0.11201121756311407
01057,0.091973382079748
01059,0.06919437767945405
01061,0.06658434525805625
01063,0.1275480672004272
01065,0.09899956809104701
01067,0.06354084820602439
01069,0.054205767789858104
01071,0.11518939935541708
01073,0.10431297871195892
01075,0.09995296172283896
01077,0.07084262166282082
01079,0.12043673895357473
01081,0.10508086080382137
01083,0.09828776488516355
01085,0.10262657124660227
01087,0.0873836568458837
01089,0.07352376242856673
01091,0.04675164955151344
01093,0.09344545139967181
01095,0.08119408908312425
01097,0.04129222164351555
01101,0.05191716099569807
01103,0.1028849634548103
01105,0.0693607028562533
01107,0.0825479193688667
01109,0.08598172995386774
01111,0.09277504347579822
01113,0.05306606952802366
01115,0.09041283642535206
01117,0.08182488349605019
01119,0.05697814257690167
01121,0.08372102470889076
01123,0.13840369824735496
01125,0.10295845594714445
01127,0.13360629851652142
01129,0.09868466069796838
01131,0.07485882001728765
01133,0.14216783662888782
04003,0.029378453969193738
04009,0.026770960618815544
04013,0.032993702211323146
04021,0.039839420786559616
04025,0.06097779151589493
04027,0.030516839022371504
05001,0.08756408064105631
05003,0.04530658501500311
05007,0.07326917045317793
05013,0.06648569326037852
05017,0.04742322794261993
05019,0.0648389566290312
05021,0.07051118240738806
05023,0.10993112988040925
05029,0.0929127474015973
05031,0.07778801805383992
05033,0.06594070862156187
05035,0.07423329342366836
05037,0.060312733059761696
05041,0.034253597554809626
05043,0.06373622946508056
05045,0.04741156160391855
05055,0.07461476510058593
05057,0.1536936290204057
05063,0.08009686475278194
05067,0.04978870467471626
05069,0.04941343604939009
05073,0.042090622990015245
05075,0.09125851736944732
05077,0.06959108100187211
05079,0.07235958083597387
05081,0.09119784792313508
05083,0.07438234738078087
05085,0.10261968631327156
05091,0.06915082232198747
05093,0.06691970179975586
05095,0.05211236524750395
05099,0.09882416906300442
05103,0.066643498953638
05107,0.054657123363467036
05111,0.07858905346948103
05115,0.10208258948809693
05117,0.07853770975813013
05119,0.1104045304770793
05121,0.08316931389994264
05123,0.053958793085288365
05145,0.09316602871692159
05147,0.0396671929600459
05149,0.07260228362448046
06005,0.030504967223842463
06007,0.004751403087900595
06011,0.014408878253474335
06013,0.026349132388776245
06019,0.023955872000161655
06021,0.014919185180016364
06025,0.07669966194626977
06029,0.036496016345406675
06031,0.03897204598212441
06039,0.014458284410553003
06047,0.01826462606975293
06053,0.03634280987871749
06065,0.04846502553782177
06067,0.01760230132143043
06077,0.010328218774774162
06095,0.012854748392216528
06099,0.010152572390023935
06101,0.03110709351412306
06103,0.013429786106971632
06107,0.011946567007885388
06113,0.01836100876875751
06115,0.0172814610925697
08001,0.011029604056980176
08005,0.06457751226099422
08009,0.02533332588838378
08011,0.052264605891496826
08013,0.04908927668276822
08017,0.01823918489471554
08025,0.037160087898196865
08029,0.021215557502514856
08039,0.1540277851977214
08041,0.007105445789541848
08045,0.05280144611911224
08061,0.04885623506693052
08063,0.024293348193328866
08067,0.09415885802719326
08069,0.023594615109954253
08071,0.026873403139503944
08073,0.12651411874883112
08075,0.027759848245004867
08077,0.015490332804423914
08083,0.1762356386089822
08085,0.028871369650303277
08087,0.02213199547262085
08089,0.01050100023856064
08095,0.02796938653460617
08099,0.01337542437256612
08101,0.11971237064914586
08115,0.026022761417201352
08121,0.02514565252971667
08123,0.02104208356599166
08125,0.02004170401873615
10001,0.04045666218837236
10003,0.054240610442208244
10005,0.03943768894726274
12001,0.024001607170355273
12003,0.09557809190343158
12007,0.06135947726912296
12013,0.026076022810355946
12023,0.027807006764576602
12029,0.03356656327918524
12031,0.06713032858576676
12033,0.03538694782356193
12039,0.01716875000055977
12041,0.029957561349376247
12047,0.04042197261104593
12059,0.041892154047003444
12063,0.02037405048812556
12065,0.017271244907247494
12067,0.027981187611635268
12073,0.017317153294061097
12075,0.024294036032877307
12079,0.019559889903299012
12083,0.034293903763962234
12089,0.043317392587870894
12091,0.037544808096009095
12107,0.0409769584797973
12109,0.03878202027774744
12113,0.051277139486022305
12121,0.02661088407525712
12123,0.013964552725094066
12125,0.058409155630476384
12131,0.021733654890862143
12133,0.029897576101403547
13001,0.06247141587399048
13003,0.06255894824359504
13005,0.061259870658743894
13007,0.034002753017326914
13009,0.08930137228922444
13011,0.05690002505519184
13013,0.07671711245702169
13015,0.08203951481927665
13017,0.06765064694912318
13019,0.0650166204455756
13021,0.09337345813681822
13023,0.059657458525407846
13025,0.0554970790537761
13027,0.044084911422078245
13029,0.11835500760416096
13031,0.05963314394381031
13033,0.051836485016896715
13035,0.12848793187432095
13037,0.033421690235147475
13039,0.06355950192259717
13043,0.050885355577489876
13045,0.10522292967263194
13047,0.07211006332708379
13049,0.04833548127519867
13051,0.09170848724569845
13055,0.10247804682035236
13057,0.043503609196635123
13059,0.05063771460549642
13061,0.03995990339853668
13063,0.0348690271190668
13065,0.04697068969469339
13069,0.07074523781992173
13071,0.045197522583647884
13073,0.10703665667300113
13075,0.05683873449762232
13077,0.08902280766518136
13079,0.0846330234922519
13081,0.05955809900996333
13083,0.09437862248011791
13085,0.0572734716267106
13087,0.02526403836762926
13091,0.05811839208954393
13093,0.04652764203518405
13095,0.03601262267614849
13097,0.048422301279806436
13099,0.022101961140536232
13101,0.06757088486266197
13103,0.07265545369004986
13105,0.06737968585054645
13107,0.07813847976377339
13109,0.05526620272924883
13111,0.018011832219287167
13113,0.06647118644914966
13115,0.05766740712894122
13117,0.06866073678588495
13119,0.09311191677077968
13121,0.05162530895404696
13123,0.01388996097069536
13125,0.08951384139330877
13129,0.0506407622097616
13131,0.06266757625067261
13133,0.11130364490053536
13135,0.08094182356847075
13137,0.04533565731147913
13139,0.07155724003882234
13141,0.09184904666081306
13143,0.11329821798796139
13145,0.05891486463018551
13147,0.05934867024813331
13149,0.10612062796165725
13151,0.09373594726767999
13153,0.08435759235961678
13155,0.07473934043005293
13157,0.05541060948519496
13159,0.07178990572218215
13161,0.0413602811592844
13163,0.04882580599732386
13165,0.061147049828143896
13167,0.04900332233861522
13169,0.1116209233412084
13171,0.09065501307382362
13173,0.06332791749400657
13175,0.08884702021230872
13177,0.043259627371036294
13179,0.048836960272620966
13181,0.09047336323461037
13183,0.06711519343128884
13185,0.06082951441083675
13187,0.04675081758410315
13189,0.051766019794401305
13193,0.049812893615340664
13195,0.06771138350750644
13197,0.06193994924521373
13199,0.08318710888240778
13201,0.025289871963149253
13205,0.026122355898902095
13207,0.08506961511903992
13209,0.08506773933629616
13211,0.08315781008047476
13213,0.04832036287299928
13217,0.08524048381501431
13219,0.04592695298117414
13221,0.10186420797107346
13223,0.0686642077467567
13225,0.0644506641549475
13227,0.06332925166781907
13229,0.044368440199420454
13231,0.10898261694672504
13233,0.10703928075482069
13235,0.034680124068255394
13237,0.06576836328095484
13239,0.059565901804877405
13241,0.038007229248743536
13243,0.03686320846326337
13245,0.0720327952128633
13247,0.06525865531117546
13249,0.08972161087231754
13251,0.0451003084732553
13253,0.012355492641373977
13255,0.0843127751056343
13257,0.10869814483119863
13259,0.043344066949130476
13261,0.03919016322961123
13263,0.06182436050616455
13265,0.09470067614901267
13267,0.06647332125269839
13269,0.058999514879802
13271,0.052163304083794396
13273,0.042506848893958664
13275,0.06688652366228381
13277,0.05843233106434457
13279,0.06901762681603671
13281,0.028376847987966865
13283,0.059892101961213376
13285,0.07218158285898876
13287,0.050113874386096206
13289,0.0840105325473289
13291,0.04349878769607464
13293,0.0647209015015163
13295,0.09547029239252357
13297,0.06849932983645185
13299,0.058306947983322664
13301,0.08008660088284932
13303,0.06802193162076038
13305,0.058016368796305964
13307,0.05485673715503813
13309,0.042441288763511276
13311,0.033445419294185784
13313,0.062158088443724314
13315,0.06291863297524838
13317,0.06208160133102613
13319,0.0680153797802463
13321,0.06988814624203002
16001,0.005871589443955667
16027,0.029905489738117824
16031,0.018036649514785334
16039,0.10114081242225842
16041,0.06608391576230958
16045,0.01900519331479568
16047,0.0732119365351668
16053,0.06569293626394905
16063,0.011468676547315424
16073,0.012007659867711563
16075,0.0358126353374649
16083,0.02478115990289983
16087,0.03596649790708764
17001,0.10677953192231712
17003,0.054137074572581906
17005,0.10431331088104168
17007,0.048967749470066685
17009,0.10885052713660259
17011,0.06288245446190235
17013,0.06505135229987262
17015,0.03937051511197607
17017,0.08299551462056108
17019,0.07196058663595122
17021,0.07766324967686536
17023,0.05846330597136096
17025,0.13630561984859202
17027,0.08670970039669487
17029,0.06609064958057949
17031,0.06001812267868521
