GEOID
01001
01003
01005
01009
01011
01015
01019
01021
01023
01025
01027
01029
01031
01033
01035
01039
01041
01043
01045
01047
01049
01051
01053
01055
01057
01059
01061
01063
01065
01067
01069
01071
01073
01075
01077
01079
01081
01083
01085
01087
01089
01091
01093
01095
01097
01101
01103
01105
01107
01109
01111
01113
01115
01117
01119
01121
01123
01125
01127
01129
01131
01133
05003
05007
05013
05017
05021
05023
05029
05031
05035
05037
05041
05043
05055
05057
05075
05077
05081
05085
05091
05093
05099
05103
05107
05111
05115
05117
05121
05123
05149
06013
06019
06029
06039
06101
06107
06113
06115
08009
08011
08025
08039
08075
08087
08101
08115
10001
10003
10005
12003
12029
12041
12047
12059
12063
12065
12067
12079
12083
12091
12109
12113
12125
13001
13003
13005
13007
13009
13011
13013
13015
13017
13019
13021
13023
13025
13027
13029
13031
13033
13035
13037
13039
13043
13045
13047
13049
13051
13055
13057
13061
13065
13069
13071
13073
13075
13077
13079
13081
13083
13085
13087
13091
13093
13095
13097
13101
13103
13105
13107
13109
13113
13115
13117
13119
13121
13125
13129
13131
13133
13135
13137
13139
13141
13143
13145
13147
13149
13151
13153
13155
13157
13159
13161
13163
13165
13167
13169
13171
13173
13175
13177
13179
13181
13183
13185
13187
13189
13193
13195
13197
13199
13205
13207
13209
13211
13213
13217
13221
13223
13225
13227
13229
13231
13233
13235
13237
13239
13241
13243
13245
13247
13249
13251
13255
13257
13259
13261
13263
13265
13267
13269
13271
13273
13275
13277
13279
13283
13285
13287
13289
13291
13293
13295
13297
13299
13301
13303
13305
13307
13309
13311
13313
13315
13317
13319
13321
16041
16047
16053
17001
17003
17005
17007
17009
17011
17013
17015
17017
17019
17021
17023
17025
17027
17029
17031
17033
17035
17037
17039
17041
17043
17045
17047
17049
17051
17053
17055
17057
17059
17061
17063
17065
17067
17069
17071
17073
17075
17077
17079
17081
17083
17085
17087
17089
17091
17093
17095
17097
17099
17101
17103
17105
17107
17109
17111
17113
17115
17117
17119
17121
17123
17125
17127
17129
17131
17133
17135
17137
17139
17141
17143
17145
17147
17149
17151
17153
17155
17157
17159
17161
17163
17165
17167
17169
17171
17173
17175
17177
17179
17181
17183
17185
17187
17189
17191
17193
17195
17197
17199
17201
17203
18001
18003
18005
18007
18009
18011
18013
18015
18017
18019
18021
18023
18025
18029
18031
18033
18035
18037
18039
18041
18043
18045
18047
18049
18051
18053
18055
18057
18059
18061
18063
18065
18067
18069
18071
18073
18075
18077
18079
18081
18083
18085
18087
18089
18091
18093
18095
18097
18099
18103
18105
18107
18109
18111
18113
18115
18117
18119
18121
18125
18127
18129
18131
18133
18135
18137
18139
18141
18143
18145
18149
18151
18153
18155
18157
18159
18161
18163
18165
18167
18169
18171
18173
18175
18177
18179
18181
18183
19001
19003
19005
19007
19011
19013
19015
19017
19019
19021
19023
19025
19031
19033
19035
19037
19039
19041
19043
19045
19049
19051
19053
19055
19057
19059
19061
19063
19065
19067
19069
19073
19075
19079
19081
19083
19085
19087
19089
19091
19093
19095
19097
19099
19101
19103
19105
19107
19109
19111
19113
19115
19117
19119
19121
19123
19125
19127
19131
19133
19135
19137
19139
19141
19143
19145
19147
19149
19151
19153
19155
19157
19159
19161
19163
19167
19169
19171
19173
19175
19177
19179
19181
19183
19185
19187
19189
19191
19193
19197
20001
20003
20005
20009
20011
20013
20015
20017
20019
20021
20023
20027
20029
20031
20035
20037
20039
20041
20043
20045
20047
20051
20053
20059
20061
20063
20071
20073
20075
20079
20083
20085
20087
20089
20091
20097
20099
20101
20103
20105
20107
20109
20111
20113
20115
20117
20119
20121
20123
20125
20127
20129
20131
20133
20139
20143
20147
20149
20151
20155
20157
20159
20161
20163
20165
20169
20171
20173
20177
20189
20191
20193
20195
20197
20199
20201
20203
20205
20207
20209
21001
21003
21005
21007
21009
21011
21015
21017
21021
21023
21029
21033
21035
21037
21039
21041
21045
21047
21049
21053
21055
21057
21059
21065
21067
21069
21073
21075
21077
21079
21081
21083
21091
21093
21097
21099
21101
21103
21105
21109
21111
21113
21117
21123
21125
21129
21137
21139
21141
21143
21145
21149
21151
21153
21155
21157
21163
21167
21169
21171
21173
21175
21179
21181
21185
21187
21189
21191
21197
21199
21201
21203
21207
21209
21211
21213
21215
21217
21219
21221
21223
21225
21227
21229
21231
21233
21237
21239
22001
22003
22009
22011
22015
22017
22025
22027
22029
22035
22037
22039
22041
22043
22047
22055
22063
22065
22067
22073
22077
22079
22081
22083
22091
22097
22103
22105
22107
22113
22117
22123
22125
24001
24003
24005
24009
24011
24013
24015
24017
24019
24021
24023
24025
24027
24029
24031
24033
24035
24037
24039
24041
24043
24045
24047
26015
26021
26023
26025
26027
26029
26035
26037
26043
26045
26049
26055
26057
26059
26065
26067
26075
26077
26087
26091
26093
26107
26115
26117
26123
26125
26147
26155
26157
26159
26161
26163
27001
27003
27005
27007
27009
27011
27013
27015
27019
27023
27025
27027
27029
27033
27035
27037
27041
27043
27045
27047
27049
27051
27053
27055
27059
27061
27063
27065
27067
27073
27079
27081
27083
27085
27087
27091
27093
27095
27097
27101
27103
27105
27109
27111
27113
27115
27117
27119
27121
27123
27125
27127
27129
27131
27133
27139
27141
27143
27145
27149
27151
27155
27157
27159
27161
27163
27165
27167
27169
27171
27173
28001
28003
28007
28009
28013
28015
28017
28019
28021
28023
28025
28029
28031
28033
28035
28037
28039
28041
28043
28047
28049
28051
28057
28059
28061
28063
28065
28067
28069
28071
28073
28075
28077
28079
28081
28083
28085
28087
28089
28091
28093
28095
28097
28099
28101
28103
28105
28107
28109
28111
28113
28115
28117
28121
28123
28127
28129
28131
28135
28137
28139
28141
28145
28147
28153
28155
28157
28159
28161
29001
29003
29005
29007
29009
29011
29013
29015
29017
29019
29021
29023
29025
29027
29029
29031
29033
29037
29039
29041
29043
29045
29047
29049
29051
29053
29055
29057
29059
29061
29063
29065
29067
29069
29071
29073
29075
29077
29079
29081
29083
29085
29087
29089
29091
29093
29095
29097
29099
29101
29103
29105
29107
29109
29111
29113
29115
29117
29119
29121
29123
29125
29127
29129
29131
29133
29135
29137
29139
29141
29143
29145
29147
29151
29153
29155
29157
29159
29161
29163
29165
29167
29169
29171
29173
29175
29177
29179
29181
29183
29185
29186
29187
29189
29195
29197
29199
29201
29203
29205
29207
29209
29211
29215
29217
29219
29221
29223
29225
29227
29229
31003
31011
31015
31021
31023
31025
31027
31037
31039
31043
31047
31051
31053
31055
31059
31065
31067
31071
31073
31091
31097
31099
31107
31109
31117
31119
31121
31123
31125
31127
31131
31133
31137
31139
31141
31143
31145
31147
31151
31153
31155
31159
31167
31169
31173
31175
31177
31179
34001
34005
34007
34009
34011
34015
34019
34021
34023
34025
34027
34029
34033
34035
34037
34041
35025
35029
35047
36001
36003
36011
36021
36027
36037
36039
36043
36045
36049
36053
36055
36063
36065
36069
36071
36075
36077
36089
36095
36117
37001
37003
37005
37007
37013
37015
37017
37019
37023
37025
37027
37029
37031
37033
37035
37037
37041
37045
37047
37049
37051
37053
37055
37057
37059
37061
37063
37065
37067
37069
37071
37073
37075
37077
37079
37081
37083
37085
37091
37093
37095
37097
37099
37101
37103
37105
37107
37109
37111
37113
37117
37119
37123
37125
37127
37129
37131
37133
37135
37139
37141
37143
37145
37147
37149
37151
37153
37155
37157
37159
37161
37163
37165
37167
37169
37171
37177
37179
37181
37183
37185
37187
37191
37193
37195
37197
38001
38005
38011
38017
38021
38025
38027
38029
38031
38037
38041
38043
38045
38049
38059
38061
38063
38065
38067
38069
38071
38075
38079
38087
38089
38091
38093
38095
38105
39001
39003
39005
39009
39011
39017
39019
39021
39023
39027
39029
39031
39033
39037
39039
39041
39043
39045
39047
39049
39051
39053
39055
39057
39061
39063
39065
39067
39069
39071
39073
39075
39077
39081
39083
39087
39089
39091
39093
39095
39097
39099
39101
39103
39105
39107
39109
39111
39113
39115
39117
39123
39125
39127
39129
39131
39133
39135
39137
39139
39141
39143
39145
39147
39149
39151
39153
39155
39157
39159
39161
39163
39165
39167
39169
39171
39173
39175
40007
40013
40015
40017
40023
40025
40027
40035
40039
40049
40063
40069
40079
40085
40087
40089
40095
40097
40105
40113
40115
40131
40135
40139
41019
41059
42001
42003
42005
42007
42009
42011
42013
42017
42019
42021
42025
42027
42029
42031
42033
42035
42037
42041
42043
42045
42051
42055
42057
42059
42061
42063
42065
42067
42071
42073
42075
42077
42079
42081
42083
42085
42087
42089
42091
42093
42095
42097
42099
42103
42107
42109
42111
42117
42119
42125
42127
42129
42133
45001
45003
45005
45007
45009
45011
45013
45015
45017
45019
45021
45023
45025
45027
45029
45031
45033
45035
45037
45039
