GEOID,GDDc,KDDc,Pc,P2c,R2,pval
01043,0.0006839081784106136,-0.009795943941679115,1.7544665422131562,-1.4976023203757491,0.6243851483300447,6.718173035574038e-08
01045,0.0003766930329963639,-0.005055211840009716,6.505357815925494,-3.7251267925454754,0.4697188553536915,4.312644890335044e-05
01047,0.0005474094197816365,-0.007296439959607665,0.0,-0.16343698076796204,0.456927730223991,0.00011760973082318308
01049,0.0,-0.014447530210467765,0.0,-0.12200935531012001,0.6669832492674364,6.829800831052056e-09
01051,0.000537708325351439,-0.009957183309992679,0.27778840281316,-0.2871030812633582,0.5192468514725086,6.979011868769919e-06
01053,0.0007060644528134467,-0.00567285105379044,3.557671054411118,-1.796210783866507,0.4208948990590836,0.0002795685319805614
01055,0.00031950858667912426,-0.011791210839589346,0.0,-0.27900493754175376,0.6294799168205591,8.318255856297502e-08
01057,0.0007941298494473776,-0.0075079075894254315,0.0,-0.3009904963472629,0.3880906484274379,0.0005932885171715703
01059,0.00032611090884121887,-0.006488599794352289,0.0,-0.1528721681759345,0.5158777249087743,0.00011772210497122607
01061,0.00012445242517954112,-0.005470650229328104,1.3850296426636572,-0.8684978733629841,0.46299290851235164,9.667899011524198e-05
01063,0.000675988351182292,-0.008943835169384224,0.0,-0.05456683417531258,0.6392314571979867,2.174615011137544e-07
01065,0.00014499045388535146,-0.006970707753659881,0.0,-0.3010731595676819,0.4739929399314238,9.057880002255199e-05
01067,0.00014331689246091143,-0.00547235979800419,1.4666729441634918,-0.928079587998357,0.5157653842200574,1.1206400973953311e-05
01069,1.8665291470961467e-05,-0.004594531000159687,1.7093456403653071,-1.014374209537499,0.4797627844934649,5.54996446842991e-05
01071,0.0,-0.01343998636918511,0.0,-0.2793714187828111,0.6921281548487187,2.6902912871317032e-09
01073,0.0018072576797119298,-0.00824417933182048,0.0,-0.1808356068533815,0.42007743193897085,0.055783822144598025
01075,0.0011479696886478694,-0.007648662351689091,0.0,-0.28885875735705285,0.4688845646774267,7.972922108873858e-05
01077,0.0005449700037621382,-0.007366842731870705,0.0,-0.1778310863371339,0.423352946096875,0.0002014377591526545
01079,0.0009997167416267814,-0.009803095196113823,1.6041060172035162,-1.3442721241977975,0.6107385496853627,1.3201198018623458e-07
01081,0.0007800079901866737,-0.010227617795792896,0.0,-0.4201394803560603,0.44513068144587775,0.0024674424460837717
01083,9.181121621215283e-05,-0.006398652487422066,3.9950240420612455,-2.724798393788974,0.46389486542544034,5.2767358961584915e-05
01085,0.000723511416242757,-0.008859189982642226,1.0490429536344537,-0.78493809206548,0.44890816722654336,0.00026221160924277097
01087,0.000287152991322606,-0.007398552694185618,0.0,-0.1844290594564941,0.34080961715042546,0.00569239579574797
01089,0.0003107782335972434,-0.01007929139774728,0.10639189325563544,-0.25192845515070134,0.5917043905383679,3.2526944489934496e-07
01091,0.00021632848348136628,-0.004281677977794651,0.0,-0.07874359845552331,0.25871167954462837,0.025842852307719558
01093,0.0005410481290739278,-0.008386060798350034,0.0,-0.26160675483685664,0.6301695697642689,2.0676172025722977e-07
01095,0.0004485376307156972,-0.00923266582955764,0.0,-0.05431389205296939,0.5855888732151717,4.305251042505186e-07
01097,2.548780552871668e-05,-0.0032740397771857627,0.052476628899873895,-0.0,0.11817591834676366,0.3251069059584158
01101,0.0005119762704719067,-0.004470679209143869,0.0,-0.0,0.2478822318228998,0.04111783907598772
01103,0.00017051664856642244,-0.008210007081912404,3.2874951707841724,-2.232071469823225,0.6026297725472716,1.9492279845045192e-07
01105,0.0005907567458984895,-0.005721504881491222,0.4468576637836763,-0.4481803893375312,0.31720756107753445,0.011495428350610713
01107,0.0007011340870325058,-0.006856136746558789,0.0,-0.22131951341791192,0.40031064060072885,0.0013095930680597206
01109,7.588198262978476e-05,-0.006338282905652377,2.3448401448714997,-1.5109618551902815,0.5144924964266728,8.384920931220578e-06
01111,0.0,-0.007352173992014897,0.0,-0.23963872038361636,0.4445146802965456,0.00029868653498244104
01113,0.0006120999047272884,-0.0062917593858885955,2.962411427271966,-2.010665236837165,0.43387462995883996,0.00040747954767694235
01115,0.00031178912638905534,-0.008335853121197787,0.0,-0.4689423034045673,0.4828669520919624,0.014139483632656154
01117,0.0,-0.0054789666230379945,0.0,-0.00795359356862563,0.2516796145532816,0.11059194504960737
01119,0.0007200406830364735,-0.0046717144578751636,0.0,-0.03199481981589728,0.29785119732016196,0.009387218548420584
01121,0.00037394021390617366,-0.00858880065278322,0.0,-0.32835552835734594,0.36199220438711943,0.0015420609196634657
01123,0.0,-0.009648763819247504,0.0,-0.1055501667041848,0.6862051440055876,0.00021168276878775767
01125,0.0005867067525598221,-0.009245416347413247,0.0,-0.4977920971520917,0.5274878702389423,5.0535121810081595e-06
01127,0.0008494890372073872,-0.010520984558519056,0.0,-0.2465021512584177,0.6251074821897349,0.00025395180688647927
01129,0.0005920865580842671,-0.004480171126921017,3.8597287890760987,-2.0553580960943143,0.25614229125802324,0.01869929750301542
01131,0.0006534289170486836,-0.005119946936871673,3.098287256097975,-1.9275558979063578,0.3294041886962146,0.005211741627581477
01133,0.001106634598789909,-0.011332593300731553,0.0,-0.20426034230623424,0.7050783121430535,4.0941834272101206e-07
04003,0.0004435379187723971,-0.003023753925253256,0.0,-0.28503052715196775,0.07874744791724408,0.5940875718064722
04009,0.000310011335824735,-0.0005396243456686744,1.106895928098117,-0.1794207657337192,0.08282518375173153,0.5979489596095094
04013,0.0008286203716109827,-0.0010915373852181658,2.8690056677433695,-5.50268207837116,0.11040795994562835,0.5132924049578876
04021,0.0007594002612972635,-0.0007865297441288091,2.817324569401853,-4.383569544764627,0.200409456683195,0.2524126726964531
04025,0.00044214338887878994,-0.0027956472301370852,2.03195951500672,-0.0,0.12085299949757311,0.7018713058917447
04027,0.0007226146765200933,-0.0,1.2893693455929078,-0.0,0.08781144088467918,0.7828672399857364
05001,0.0007310688778716996,-0.003729841499087625,4.178254086388665,-3.614425379718694,0.16787098212862628,0.23910095230611897
05003,0.0012614698987824086,-0.004063086136538236,0.3461337456105444,-0.4757667167147437,0.3807427147997021,0.0077201681409162495
05007,0.0003171618108457187,-0.0038568391085430963,4.7415860163351455,-3.1434840659703682,0.5149576926227377,0.0008782969248630992
05013,0.0009855446334912812,-0.005640617558344707,0.0,-0.03052627488580625,0.416750700964564,0.02958154010151599
05017,0.0012504960235272043,-0.0040225325678084276,0.0,-0.10023134206784441,0.25120936608054534,0.03415011683024501
05019,0.000757571798985369,-0.0033202537909191184,0.0,-0.2303388509051954,0.11366775605763657,0.5357031423401126
05021,0.0005108403332673702,-0.004737730772950361,3.5620939843520123,-3.02707505403132,0.46140102117378234,7.652251787656799e-05
05023,0.0003600193884111903,-0.005426377076759233,0.0,-0.27446707404875237,0.3306326282154878,0.10724912627476132
05029,0.0006719643075440618,-0.004819427834568078,1.247885272899326,-1.4572533306519313,0.4279271209003146,0.00037478127793895633
05031,0.0008235468927141539,-0.005533879361211964,1.0582791470647217,-1.2143977758546798,0.3603053142803655,0.0016148024532335928
05033,0.001013382641817409,-0.004349675469609083,1.3831618963772914,-1.3174222387759411,0.28175424887287137,0.10757542683725141
05035,0.0001130805206211441,-0.00478578435357534,0.0,-0.6887412870715807,0.40977029804019516,0.0016392590309569886
05037,0.00131920192795955,-0.005633420883783489,0.0,-0.36333542557455506,0.5112922005861039,0.0005011025493374086
05041,0.000995846745448103,-0.002931449192109719,0.0,-0.11039078888768382,0.24632838411747848,0.042370318789840884
05043,0.0014676551837648115,-0.004195800268547768,0.0,-0.05036021994123254,0.3032308848795846,0.07038714438672365
05045,0.00026593902323681766,-0.00259623893074556,0.0,-0.34207523538708207,0.10612389809862077,0.6917299766298386
05055,0.000981608809032238,-0.004869022722110472,3.1855028121486852,-2.5694238942290752,0.45550328558039976,9.303419442610315e-05
05057,0.0012948372199140272,-0.007149974933674997,0.0,-0.43972044710860336,0.5067221996425048,0.005174943273084064
05063,0.0006191829205849871,-0.004683472236196717,1.3726508408073004,-1.1714002832575847,0.27042889022920324,0.057932182778617336
05067,0.0007039002681204441,-0.004196050539763503,1.771059521090216,-1.5856472896848202,0.23270023166769005,0.0353541229302854
05069,0.00048256229472149766,-0.0026740759815519974,0.0,-0.2963661863000741,0.16210813382264966,0.18573872093622634
05073,0.0008703535417868213,-0.0031308620352240883,0.0,-0.2270223239712352,0.15041104478567502,0.22265525769655228
05075,0.001079165948542665,-0.006877978721454672,0.0,-0.48608222418963776,0.4796623380328753,0.004751607719766012
05077,0.0010321068284221903,-0.005721208859637425,0.0,-0.42114370362072845,0.5475387909890643,6.282394508443202e-05
05079,0.000971676649317481,-0.0037405223461844414,0.0,-0.26985696902994405,0.25295887901448333,0.08611447262205296
05081,0.0002090823663927916,-0.004520010651941645,0.0,-0.2778959179351239,0.31416580066587585,0.03223979440136579
05083,0.001327850337857754,-0.0036842017570671293,0.0,-0.08205011457276201,0.22797762903362495,0.24668518782083662
05085,0.0013037248200867943,-0.004708974690631308,3.025344860146097,-3.0505243432195246,0.33495243260580077,0.015813406664062068
05091,0.001097658194812203,-0.004373882778024344,0.0,-0.07422267488678608,0.34317741955482617,0.004474937187255574
05093,0.0005658273459810094,-0.006381946827270248,0.0,-0.8577560036367912,0.5230944590602253,8.495412489186368e-06
05095,0.0007786533350435629,-0.002124138584285807,2.7386651236008994,-2.183867890615975,0.16512009337578026,0.2479081752455074
05099,0.001558011226410028,-0.005112560034244563,0.0,-0.09797700821463383,0.4570825307338121,0.012395318772771223
05103,0.0008079925114633403,-0.004732243484255574,0.0,-0.14495862304761456,0.40261638265702426,0.04479763567373848
05107,0.0012038034834206991,-0.004511326049424655,0.0,-0.33222334297316974,0.32352178039124635,0.01664075167683929
05111,0.0005703385031808505,-0.006021852903860911,0.0,-0.5331361933078828,0.5277682530719996,2.031625117113005e-05
05115,0.000980573807763951,-0.005338075972671329,0.0,-0.2072049430371706,0.38422771777899545,0.025225097791701307
05117,0.0012466639580727297,-0.004066209894449083,0.2823396939980716,-0.6404368420613571,0.3338454611846263,0.007988494423100904
05119,0.000956236252307519,-0.005206666832801071,2.5425242876406644,-2.7909650529563352,0.2557845674990643,0.231245425427525
05121,0.0009095254270048149,-0.005513540430890434,0.3072106183551195,-0.5919319677856719,0.42094791142274757,0.0004594687228457809
05123,0.0008563031129758494,-0.004280062361479931,0.0,-0.4296014602554508,0.3505966598292085,0.02030431096897693
05145,0.0009151757803176425,-0.004423039160988753,2.431694536946902,-2.1445833474117353,0.2521322007214496,0.042734116354555395
05147,0.0005520612290974783,-0.00306991069387198,0.8514801715826854,-0.7335112085896727,0.21056107714148242,0.06793258782430706
05149,9.517640805938156e-05,-0.0033133723125870784,0.0,-0.33741985121620055,0.24725567258326808,0.06647002653556544
06005,0.0007000540204122258,-0.0020076712253114144,1.6969154118472782,-2.427590489989358,0.1208931315437416,0.5431582577967006
06007,0.0001984757672921362,-0.001043149616039988,0.10658539593376545,-0.07410250099113509,0.04115113217057831,0.8019170000731456
06011,0.0004841777632047361,-0.0016811653860456803,0.11564605163176639,-0.0556311734999585,0.07399147711156862,0.5456147560086321
06013,0.000287941506625638,-0.003755349548687093,0.4616245825861086,-0.0,0.11009854339781067,0.3236333856948254
06019,0.0004754773422658445,-0.0022997243885017407,0.0,-0.48401283328717615,0.15953955021827126,0.13868730377484567
06021,0.0002652309230647867,-0.0018003665985634595,0.0404173823188337,-0.2808577420897376,0.07697583591472257,0.5245339117620549
06025,0.0009053895623813401,-0.0017288774902569268,2.4460029178848854,-45.07954791402864,0.08252357197122817,0.7238658018513124
06029,0.00047958110636388783,-0.0025672311049096245,0.3358539503397494,-3.6737290999259216,0.13425036389920286,0.22949592433318383
06031,0.0002896298406596887,-0.0013677798989709014,1.0127731541389267,-6.83741322420589,0.1222056312358103,0.26635611414426713
06039,0.00018493492762067742,-0.0018563845345655047,0.0,-0.15858122247907103,0.12622436828916894,0.24919956822209258
06047,0.0001555859538876772,-0.0016083387633237666,0.49403572315864797,-1.967266040922258,0.11211083859039606,0.31351872092710503
06053,0.00025229485789335674,-0.013158434213810967,0.5588522568169031,-0.8173064275917905,0.06148484065281401,0.7769969124191246
06065,0.00020381161703100317,-0.0024174051796607993,1.2409080817010272,-9.767419432668108,0.1291831755672238,0.33537675367094577
06067,0.00022424371190522512,-0.0007864273312854705,0.6594625258139164,-1.725870305220092,0.07892815123590868,0.5109789972180524
06077,0.00011222014008631705,-0.00010964808826229831,0.4304178351674086,-1.275660761427321,0.029789883508729686,0.8765732728076095
06095,0.0002744176979572474,-0.001730495079701939,0.08891336728733011,-0.20103453830318269,0.10661672003946654,0.34170462421204695
06099,0.0003322366009471785,-0.0010377018279912225,0.2586687992918498,-0.0,0.04449213626721327,0.7688670813806251
06101,0.00019038210406207936,-0.000628796749984092,0.0,-0.9779650020572791,0.12359660639932935,0.2603157279527368
06103,0.0004292299289925812,-0.0023147340605270098,0.0,-0.0,0.1055360430356378,0.34746115744956513
06107,0.0,-0.0,0.0,-1.0303184722645997,0.09526609086525861,0.4056690278282752
06113,0.00013075970287914512,-0.000913631959190261,0.0,-0.6665735144200726,0.1252711935550459,0.25318745212507776
06115,0.0,-0.00024106729550112804,0.0,-0.5290829736823898,0.12165205303274873,0.28162773522938533
08001,0.0,-0.0011215472573207598,0.0,-0.31779134267160997,0.007626796452639084,0.9908748642719859
08005,0.0018010499195313875,-0.0043901094496145735,1.789530599450101,-0.0,0.1533765323787991,0.3059133558591385
08009,0.000166347244675985,-0.0005470587975702375,0.9010791234727458,-0.0,0.15215577103004385,0.19161165221258397
08011,0.0,-0.0043088096019424545,2.822826509493417,-3.690781743566816,0.3728773986505043,0.0021389217076780292
08013,0.0005112714882666861,-0.0082618928719391,2.134986004635606,-3.0964250158592335,0.13151215706181207,0.2660839785405681
08017,0.0,-0.0018674874226352342,0.23132177108837934,-0.0,0.061681757451350516,0.6708744289445683
08025,6.560368130363366e-05,-0.00564408794176137,1.0578579688083718,-1.9667517069790423,0.3219359506537047,0.00876398988360919
08029,0.0005409158861291845,-0.004717629221295725,1.3354096515526335,-2.0505164382529677,0.10108527623622987,0.41410490806286937
08039,0.0,-0.012179407414286733,9.628096183267592,-14.655592967095753,0.23472390607856364,0.2543656091439138
08041,0.0,-0.0039005632769965513,0.045281679658129736,-0.0,0.019928437487570005,0.9751670048903975
08045,0.0013415899193207955,-0.029530653504716776,0.5610425755605167,-0.0,0.1415199152704668,0.6021511138142353
08061,0.0,-0.006472536736738464,0.7157944231692133,-0.8765281409690909,0.15758219332245083,0.24129805346803945
08063,0.0006956767981420436,-0.001405019130627884,1.5882948544388331,-1.6661823779258127,0.13970085238620333,0.23419017300127265
08067,0.002098223556118485,-0.024354704254680858,0.0,-1.0206684182529937,0.06767964147313876,0.8320166441617374
08069,0.0007045583162458076,-0.008068361460899308,1.8833204920465596,-2.3748457911591734,0.15811628936985078,0.1736031987509705
08071,0.0,-0.0013734808076074274,2.1139542198131696,-3.35754226715825,0.010548351908330922,0.9855900018869718
08073,0.0,-0.0,2.2702598306344406,-5.983416568020665,0.04821056487938491,0.8034579019117045
08075,0.000535731095607756,-2.3760614271258255e-05,0.695933306720523,-0.0,0.14237002358614292,0.22447789008183555
08077,0.0,-0.0017049350902307242,1.7353225298757005,-3.631951706543245,0.152705214879717,0.18988977407931354
08083,0.0003025569396713424,-0.0,11.250621083230083,-24.569065625386006,0.17804046594765777,0.4456788351153619
08085,0.0,-0.00010037326117982347,2.583299305475678,-5.799674979362319,0.10451661653591249,0.39502438947935764
08087,0.0005144922966865711,-6.062276699594263e-05,0.4905698413766994,-0.0,0.20322924991236546,0.07802111695825233
08089,8.66598910337726e-05,-0.0013538157507930382,0.9556517331631684,-0.8623642550157634,0.14764350942438398,0.20624200259935524
08095,0.0005257184979344778,-0.0,0.610980656317693,-0.0,0.0457760748273055,0.784734886813143
08099,0.0,-0.0012562393366767142,0.03896701809642154,-0.0,0.04964682013667965,0.7572314302464588
08101,0.00017177657361517758,-0.0031558361287715242,6.391274409242993,-12.069050979491262,0.3287157484941289,0.005299400165421813
08115,0.00046924623961522776,-0.0,0.5900159313149904,-0.0,0.14860995219873074,0.20303416545555245
08121,0.0005615079387871696,-0.0,0.6750239773549331,-0.0,0.07043543232188132,0.6090375781870297
08123,0.0005623667452025457,-0.0018143792253758654,0.42647140989980303,-0.0,0.1602196206449148,0.16759343757238238
08125,0.0002475137943958771,-0.0,1.4973491783593318,-1.6631225846773026,0.02153798241658411,0.9377389857598118
10001,0.0006789532015535046,-0.007528847811851111,2.1263452880898055,-1.398894539632973,0.5311791398741867,4.364522011554274e-06
10003,0.0009264642046969241,-0.010638113310029031,2.525231466308588,-1.7726231723837247,0.5789480044427853,5.808720200646042e-07
10005,0.0002860570454092472,-0.006242304853013486,3.3694730141670624,-2.128297948061234,0.5425561472398523,2.756066928872449e-06
12001,0.0,-0.001940634432736898,1.1961105568813948,-0.9135070798863142,0.08615962674023858,0.47604941060972517
12003,0.0,-0.008546809882178385,0.0,-0.8170443348547934,0.4160981406752232,0.046842676544515335
12007,0.0,-0.004216748225310068,2.5620092939990333,-1.698672278236794,0.18388367142421125,0.42640810274356933
12013,0.0,-0.002469549710247527,0.9470245473054291,-0.6469194047046534,0.10206314629998192,0.5034658664229188
12023,0.00042380757364924855,-0.0029946813162361587,0.0,-0.2261161934084501,0.10641721048937702,0.37030768290320876
12029,0.0,-0.005475134672096693,0.4680225145909793,-0.7683178554943498,0.24809237854551036,0.27541580373352964
12031,0.00036454870376731257,-0.005332154511024898,4.971763344591395,-3.549213914022029,0.15358663453374832,0.5587453479083553
12033,0.0,-0.002219556482846917,1.3193791234302907,-0.7759971962853343,0.10024035341120507,0.39037776710309996
12039,0.0,-0.0028902213413629346,0.5471617504231948,-0.3973674450813849,0.15751088812410252,0.15381159223155616
12041,0.00034205341623036624,-0.003419932378382221,0.0,-0.2695466975272164,0.1587463444182723,0.1608025779548493
12047,0.0004459722946812266,-0.0041016982121766556,0.0,-0.36945796874646,0.26075186328075617,0.01913569235073855
12059,0.0006441599277387317,-0.0031769073308497127,0.9368978221301105,-0.5778625083085089,0.19089667620617734,0.08267585177026845
12063,0.0,-0.001315629473790693,2.2241089785249497,-1.330073787944968,0.15771398739259268,0.1532565863467952
12065,0.0002175929300766957,-0.0036131716675839964,0.3615980219743279,-0.27337348097409586,0.2004879495303713,0.06851008693345453
12067,4.14521752516112e-05,-0.0027220560310617097,0.0,-0.46020103455546757,0.20581796901031035,0.1541256649635306
12073,0.0002004513372389122,-0.003220430764093624,0.25393972229869805,-0.20779160527898544,0.12593328895011824,0.318645113413965
12075,0.0,-0.0,2.208124354946027,-1.3442300969550047,0.03765733174800645,0.8340559980819944
12079,0.00017954954271105333,-0.003261024196027844,0.0,-0.1102175863385959,0.17116933991833538,0.12007865653894427
12083,0.00012013623041439606,-0.004402622835065925,0.0,-0.1412888487025282,0.2440260424128463,0.13686362789295223
12089,0.0,-0.004283259378091144,0.0,-0.3274317837744763,0.12280103928912367,0.6474083062592799
12091,0.0,-0.0033447514232459517,0.0,-0.05001515784178117,0.13272512051391816,0.23536423342585588
12107,0.0,-0.004271196007468705,1.1372886065775383,-0.976934887122721,0.11046163596790026,0.61122419443155
12109,0.0,-0.005708686215228776,0.0,-0.06971439632437512,0.18635883855062785,0.2933191092223228
12113,0.0,-0.0044751189771268934,0.0,-0.10537843929207473,0.18038520850244433,0.12791582062077966
12121,0.0,-0.002777850562324375,0.0,-0.2948646711189655,0.13438270489474102,0.22899234057958867
12123,0.00017970426258937024,-0.0025964507941753767,0.0,-0.2139443449520373,0.07772083630401339,0.8205018323011144
12125,0.0,-0.0032241670226286715,4.55894919951573,-3.1492250872739627,0.28454977469843834,0.06932815727278976
12131,6.911031410302273e-05,-0.001576875888046887,1.0598888691936375,-0.5835435062115641,0.08298887913222563,0.49681678007687535
12133,0.0,-0.0016415987017303684,1.6186890316717362,-0.8890126476682388,0.1525953764542074,0.16776978916676286
13001,0.0005542709108974259,-0.007824570097989718,4.886776053589139,-3.2618748307520344,0.5059584756103297,1.160017766218006e-05
13003,0.0,-0.005459674779175566,0.0,-0.15133343459412985,0.39764283109116993,0.00044602881425400564
13005,0.00027203557250815,-0.007473289333977688,4.5694357935156,-3.4903296522383784,0.49604173271240803,1.678700139749967e-05
13007,0.0,-0.003277361331350046,0.0,-0.29111671987478027,0.14240008552356653,0.18887583418765788
13009,0.0,-0.008738826879529102,0.3233351418068153,-0.44619163824304514,0.5993466311821245,6.026396067895091e-05
13011,1.527152272488629e-06,-0.006250277901614601,2.542702403507888,-1.763652484722101,0.27288336518939005,0.07221446554723357
13013,0.00024064328133022566,-0.007116533058228451,0.5099665907320774,-0.0,0.471224668681243,0.00317967296855235
13015,0.0004915208804121166,-0.010354490708814293,0.0433913484342377,-0.0,0.4322357848954498,0.00015160845825381103
13017,9.439069211956295e-05,-0.006832243825813193,0.0,-0.2787635137441341,0.6189042122991248,8.838855398026055e-08
13019,0.0,-0.006193252031372254,0.0,-0.209566065196878,0.5026594325078471,1.3129532725984336e-05
13021,0.0,-0.009743067822423708,0.0,-0.3367335180074672,0.5522338007081529,0.00023788622144279892
13023,0.0,-0.005928410294820014,0.0,-0.18558439478485236,0.40089210662467534,0.00040428596056903495
13025,0.0006355650103595698,-0.006332067145896984,7.968156729972342,-5.237999938662832,0.36629530506832275,0.0011157491982379593
13027,0.0,-0.004751227331876831,1.542300726351769,-1.096130214744213,0.3913377888685414,0.0005387708693610362
13029,0.0021692964168381302,-0.008478011530821797,9.042695194169404,-5.6081102786186765,0.6725784309382932,8.438316550249833e-09
13031,0.0007306715942644451,-0.005932491952727064,3.127291368394571,-1.8641758283643437,0.5889728949264876,3.6886000480289734e-07
13033,0.0,-0.005122081861365316,1.9670190277963304,-1.184781112097901,0.35540204208634696,0.0015150460781779979
13035,0.0010706382942881785,-0.013119769539330972,0.24158965789923734,-0.0,0.6137710625655609,3.821304488257978e-05
13037,0.00015062291211004574,-0.003863599524417548,0.8487206357987326,-0.6608476329303384,0.25432760046802794,0.019493463520962078
13039,0.0018052117097316321,-0.004674561988917535,5.514187133347747,-3.290315946010503,0.4063956578911092,0.02204424733861817
13043,0.0008213901413463445,-0.005458913451233562,3.923326518248399,-2.6350128247157003,0.46505731561994823,6.771115948744262e-05
13045,0.0,-0.009667489093372665,0.590364854662034,-0.3571589543678825,0.46756788345538414,0.0011102310430990477
13047,0.0002599229676688974,-0.009673512411673052,0.45210374369051703,-0.6274730408363441,0.3444912867467702,0.005223084698896488
13049,0.0008246363905417352,-0.0065518965356867916,0.5615058481947776,-0.5638957852344596,0.4103508871686674,0.004142737420280844
13051,0.001634847430404273,-0.007070698189676693,10.079025251589858,-6.769231734932534,0.34713316393036,0.02586907544711301
13055,0.0,-0.011336879819972619,0.0,-0.13637681315079433,0.5176477904539555,7.4250030223326716e-06
13057,4.879111840420001e-06,-0.0045768850670917065,1.8540314149883026,-1.2078207517755426,0.27947933730657437,0.09719185353539152
13059,0.00015537996087313776,-0.006246044214727822,0.0,-0.14363621406580465,0.1762787249603074,0.45158183263603635
13061,0.0,-0.002971612294902324,4.891646426889147,-3.0992140689303067,0.37368189453804634,0.0020953211971345446
13063,0.0001445519702392971,-0.004137703098627639,0.0,-0.18843830919319396,0.1022669737119507,0.6485825015798978
13065,0.0007723384638728832,-0.00531748035942938,1.569906701627257,-1.3191649426039462,0.2975560263633361,0.011020337758409491
13069,0.0,-0.0062797374228099135,0.0,-0.26217355299302897,0.5025401421167678,1.3188237972611423e-05
13071,0.0,-0.004908219371703615,0.3116392088174337,-0.4407557410999384,0.37845952205179223,0.0007868566516084827
13073,0.00047031220984157344,-0.012309793732989415,0.0,-0.35749607896277635,0.560107218495842,0.00027861094950672253
13075,0.0,-0.005652608635772992,0.0,-0.17929506170896187,0.37397265706271066,0.000895886796925264
13077,0.0,-0.009073343696137968,0.0,-0.22056677809749883,0.3767014213523956,0.006815102618265427
13079,0.0,-0.00669782507143816,2.3010342830731125,-1.1469354973609351,0.38779667243745464,0.010251287115297386
13081,0.0005562557611873563,-0.007011126367215855,1.2747644507791902,-1.1738191928434059,0.4930070349265606,1.876730598573519e-05
13083,0.0,-0.010121324128799404,0.12364028621059775,-0.2301523229048247,0.43652187753219895,0.003853354879694162
13085,3.243108181815817e-05,-0.005330177252543844,0.45585201498476946,-0.04248108614921851,0.29063303666386187,0.020065852424383943
13087,0.0,-0.002649204637694955,0.2708164689879584,-0.23008051391289244,0.17536395896782953,0.10291952461078996
13091,0.0,-0.00613953907584029,0.0,-0.2677664200654086,0.36694841374275133,0.0010952487154831673
13093,0.00040751616091949937,-0.006818273480792216,3.1114589529197096,-2.322154117919134,0.43520449839529474,0.00013771600488355119
13095,0.0,-0.0039489515537695545,0.0,-0.28822585320512234,0.14806751905772042,0.17082477530725806
13097,0.00015920242416749662,-0.0057423192816058784,0.0,-0.2814641764021609,0.17391704373674444,0.5185969528364391
13099,8.571005941549572e-05,-0.002929509044828302,0.8411944500614194,-0.701522198973872,0.16551758551688855,0.12408758911255259
13101,0.0002903701005427678,-0.008072939303490782,0.0,-0.21494012984518981,0.5148741615149386,4.4530434394172667e-05
13103,0.00105984557135084,-0.0063558508268901585,5.076882935951432,-3.1046114552271233,0.5490108603965035,2.111720604562761e-06
13105,0.0005223721079940712,-0.008369088481931825,0.0,-0.4705462597654058,0.32520350706576195,0.03708885435700989
13107,0.0,-0.008279511639222059,1.4190574693070122,-0.9473444467727846,0.603833384814658,1.8406491078117348e-07
13109,0.0008856974808797158,-0.005246190327683318,4.180982853812615,-2.6223773865715647,0.4979633063208191,1.5636605897803996e-05
