GEOID
01013
04003
04009
04013
04021
04025
04027
05001
05019
05033
05045
05063
05067
05069
05073
05079
05083
05095
05119
05145
05147
06005
06007
06011
06021
06025
06031
06047
06053
06065
06067
06077
06095
06099
06103
08001
08005
08013
08017
08029
08041
08045
08061
08063
08067
08069
08071
08073
08077
08083
08085
08089
08095
08099
08121
08123
08125
12001
12007
12013
12023
12031
12033
12039
12073
12075
12089
12107
12121
12123
12131
12133
13059
13063
13099
13111
13123
13201
13219
13253
13281
16001
16027
16031
16039
16045
16063
16073
16075
16083
16087
18027
18101
18123
18147
19009
19027
19029
19047
19071
19077
19129
19165
19195
20007
20025
20033
20049
20055
20057
20065
20067
20069
20077
20081
20093
20095
20135
20137
20141
20145
20153
20167
20175
20179
20181
20183
20185
20187
21019
21025
21027
21031
21043
21051
21061
21063
21071
21085
21087
21089
21107
21115
21119
21121
21127
21135
21147
21161
21165
21177
21183
21205
21235
22005
22013
22021
22031
22033
22045
22057
22069
22099
22111
22121
26001
26005
26007
26009
26011
26017
26019
26031
26041
26047
26051
26063
26069
26073
26079
26081
26085
26089
26099
26101
26105
26109
26111
26113
26119
26121
26127
26129
26133
26135
26137
26139
26141
26145
26149
26151
26165
27017
27021
27039
27057
27069
27089
27099
27107
27135
27147
27153
28005
28011
28027
28045
28053
28055
28119
28125
28133
28143
28149
28151
28163
29035
29149
29213
30003
30009
30017
30021
30079
30083
30087
30095
30103
30111
31001
31005
31007
31009
31013
31017
31019
31029
31031
31033
31035
31041
31045
31049
31057
31061
31063
31069
31077
31079
31081
31083
31085
31087
31089
31093
31095
31101
31103
31105
31111
31113
31115
31129
31135
31149
31157
31161
31163
31165
31171
31181
31183
31185
35001
35005
35009
35013
35017
35019
35023
35031
35037
35039
35041
35043
35045
35049
35053
35057
35059
35061
36007
36009
36013
36015
36017
36019
36023
36025
36029
36031
36033
36035
36051
36057
36067
36073
36083
36091
36093
36097
36099
36101
36103
36105
36107
36109
36111
36115
36121
36123
37009
37011
37021
37039
37043
37087
37089
37115
37121
37137
37173
37175
37189
37199
38003
38009
38015
38019
38033
38035
38039
38047
38051
38053
38055
38057
38073
38077
38081
38083
38085
38097
38099
38101
38103
39007
39013
39015
39025
39059
39079
39119
39121
40045
40051
40053
40061
40071
40081
40091
40093
40101
40107
40109
40111
40117
40121
40123
40125
40145
40147
41001
41005
41043
41045
41047
41049
41053
41067
41071
42015
42023
42039
42047
42049
42053
42069
42105
42113
42115
42121
42123
42131
46007
46019
46021
46033
46047
46063
46065
46071
46075
46081
46085
46089
46091
46093
46095
46102
46103
46107
46117
46129
46137
47005
47091
48011
48035
48037
48039
48041
48055
48061
48065
48089
48099
48111
48123
48131
48149
48157
48163
48171
48175
48177
48179
48187
48193
48215
48225
48239
48249
48255
48257
48277
48285
48295
48297
48321
48331
48341
48381
48387
48391
48409
48427
48453
48469
48477
48481
48489
48491
48493
49003
49005
49013
49015
49021
49027
49035
49041
49047
49049
49057
51021
51027
51051
51071
51077
51185
51195
53021
53025
53037
53071
54001
54009
54011
54013
54017
54019
54023
54025
54041
54043
54051
54055
54061
54067
54071
54073
54083
54087
54089
54091
54093
54097
54099
54103
54107
55003
55007
55029
55031
55061
55067
55069
55071
55073
55089
55097
55099
55115
55133
55141
56009
56013
56015
56017
56021
56025
56029
56031
56043
